Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
2005:Q1,Next9,22155483,6624512,5773859,850653,15530971,1597513,479915,611824,461215,150609,318043,276570,41473,3438886,355375,668181,1235563,4552041,2113478,160153,1783600,1776095,1447650,183223,-2816,148037,7505,20371883,10168217,
2005:Q1,Next40,23706080,11418127,9758885,1659242,12287954,1816336,391862,342838,243314,99524,99717,68013,31704,1611627,430621,435609,1413461,4126478,1304044,315362,4910846,4901604,4001688,836469,-4087,67534,9242,18795234,45194607,
2005:Q1,Bottom50,4763477,3613267,2727518,885749,1150211,245794,17919,22949,17188,5762,4224,2577,1647,85950,96900,19818,209341,210010,103723,133583,3402903,3400709,2198049,1147267,-2347,57740,2194,1360575,56502779,
2005:Q2,TopPt1,5977354,942974,677017,265958,5034380,353228,70915,590819,469897,120922,284483,266682,17801,1991987,58761,2000,53729,71010,1540801,16647,61042,60194,37842,5806,-1955,18501,848,5916312,113338,
2005:Q2,RemainingTop1,10093893,2602283,2290694,311589,7491611,711476,189775,580696,463718,116978,244583,214299,30284,2718044,187722,44570,392475,342899,2025144,54226,545691,541479,386553,32945,-4042,126023,4212,9548202,1019776,
2005:Q2,Next9,22861171,6914839,6067065,847774,15946332,1631112,475827,654552,492169,162383,305342,262639,42703,3542758,353181,688282,1268560,4601729,2262981,162009,1865930,1858289,1522603,186042,-1740,151384,7641,20995240,10206342,
2005:Q2,Next40,24103628,11646238,9965973,1680265,12457390,1841574,387320,367544,260179,107365,95476,63802,31673,1630018,438304,441418,1453056,4171358,1311691,319630,4998278,4988770,4077147,845476,-2590,68737,9509,19105349,45361601,
2005:Q2,Bottom50,4926884,3746323,2833548,912774,1180562,250501,18189,24857,18613,6244,4311,2638,1673,89372,98274,19517,217758,209308,112109,136366,3551194,3548930,2328614,1162121,-1587,59783,2264,1375690,56711877,
2005:Q3,TopPt1,6211061,949744,696161,253582,5261318,360749,71152,515461,428284,87177,299381,281378,18003,2134267,62936,2015,58442,81844,1657887,17185,62832,62020,38865,5737,-1928,19346,812,6148230,113716,
2005:Q3,RemainingTop1,10349519,2670429,2348242,322188,7679090,713847,189948,521737,435909,85828,254681,223810,30871,2862550,186526,49092,417416,362144,2066026,55122,542740,538937,388568,34336,-3738,119771,3803,9806779,1023320,
2005:Q3,Next9,23567136,7158192,6297984,860208,16408944,1677345,486788,603794,469110,134684,284812,241332,43480,3737527,354349,699459,1320615,4648086,2428549,167621,1953380,1946031,1599657,191668,-1673,156379,7349,21613756,10242608,
2005:Q3,Next40,24600082,11956215,10265001,1691213,12643867,1881508,391274,327728,249435,78293,88777,57379,31399,1674653,448783,444698,1515620,4213729,1324137,332960,5094413,5084882,4153306,863029,-2531,71079,9531,19505669,45521282,
2005:Q3,Bottom50,5156615,3935370,3004646,930723,1221246,257613,19100,23736,18993,4744,4318,2655,1662,95742,100270,19196,229159,208458,120445,143208,3709011,3706771,2461485,1183615,-1705,63376,2240,1447604,56911519,
2005:Q4,TopPt1,6382496,948960,707092,241867,5433536,364556,82897,531919,427870,104049,315740,297682,18059,2178456,66038,1874,62814,92771,1718610,17861,65149,64347,39859,5681,-1047,19853,802,6317347,114086,
2005:Q4,RemainingTop1,10538983,2725925,2392843,333083,7813058,711106,200401,545028,442935,102093,262838,231647,31191,2904656,183103,53792,439886,381706,2074287,56255,538513,535003,389438,35629,-1909,111846,3510,10000470,1026670,
2005:Q4,Next9,24131735,7362793,6488423,874371,16768942,1714705,516892,643422,481414,162007,266433,222850,43583,3790346,352157,716532,1362721,4695305,2536142,174288,2028787,2021642,1672787,196910,-893,152837,7145,22102948,10276875,
2005:Q4,Next40,25089429,12261587,10555759,1705828,12827842,1910431,405445,356090,256797,99292,82591,51809,30782,1674537,456553,449612,1566294,4256707,1320736,348848,5172798,5163195,4217711,879436,-1385,67433,9604,19916630,45672857,
2005:Q4,Bottom50,5357801,4098670,3147548,951122,1259132,263011,20847,26026,20077,5949,4296,2697,1599,97617,101657,18883,239069,207596,128930,151199,3846091,3843856,2583072,1202900,-1000,58884,2235,1511710,57100788,
2006:Q1,TopPt1,6850941,951913,700138,251776,5899028,386446,80032,546853,447809,99044,336639,318796,17844,2552575,60831,1692,67077,103731,1745415,17736,69907,69059,41901,5350,877,20931,848,6781034,114442,
2006:Q1,RemainingTop1,10978390,2738513,2398116,340397,8239877,730052,197359,565921,468128,97793,261982,230970,31012,3280696,163051,58548,461483,402147,2062683,55955,536818,533356,389123,36441,1513,106279,3462,10441572,1029818,
2006:Q1,Next9,25019497,7460145,6590920,869225,17559352,1796418,523123,677565,512884,164680,261928,219487,42441,4307765,324858,735121,1401053,4748196,2608559,174766,2133121,2125992,1763477,198560,743,163213,7129,22886376,10309006,
2006:Q1,Next40,25347102,12213358,10490512,1722846,13133744,1991874,406142,372533,274115,98418,80360,50800,29560,1810264,443828,454918,1612484,4303863,1307618,349859,5268797,5259013,4299346,884931,1195,73541,9784,20078305,45815533,
2006:Q1,Bottom50,5478917,4171516,3194948,976567,1307401,276964,21629,27615,21651,5964,4281,2842,1439,114563,98461,18568,248432,206874,137466,152547,3996173,3993901,2713091,1212303,898,67610,2272,1482743,57278766,
2006:Q2,TopPt1,6857286,942994,703161,239833,5914292,388212,85378,518405,401235,117171,360466,343057,17409,2472187,63413,1879,69242,114867,1822631,17611,73021,72127,42944,4791,2505,21887,894,6784264,114782,
2006:Q2,RemainingTop1,10935661,2764298,2412878,351420,8171362,723799,201399,548921,433750,115171,254691,224266,30425,3194208,158434,62853,469047,421776,2080589,55645,535682,532275,391049,37104,4041,100080,3407,10399979,1032754,
2006:Q2,Next9,25234788,7590804,6707485,883319,17643984,1829266,542631,676423,481594,194830,266993,226665,40329,4181573,320854,739437,1386600,4792577,2732409,175220,2222191,2215085,1844335,198185,2098,170467,7106,23012597,10338861,
2006:Q2,Next40,25493123,12341754,10604441,1737313,13151369,2014579,413598,381735,258841,122894,80850,52975,27875,1754709,450165,456197,1595177,4344546,1308981,350832,5353858,5343897,4378174,884767,3497,77458,9961,20139265,45948518,
2006:Q2,Bottom50,5645245,4323875,3326530,997345,1321370,281479,23009,28964,21606,7358,4265,3057,1208,110717,99524,18230,249615,205840,145843,153884,4158792,4156484,2855587,1224763,2754,73380,2308,1486453,57444536,
2006:Q3,TopPt1,7053527,925123,700416,224706,6128405,393063,97715,499620,400504,99116,376070,359284,16785,2583396,68406,1713,73535,125976,1891458,17454,75391,74461,43147,4886,3602,22826,929,6978136,115103,
2006:Q3,RemainingTop1,11120746,2776414,2413350,363064,8344333,720875,211034,539185,440517,98667,264508,235025,29483,3300412,158547,67586,490668,442632,2093612,55273,533041,529736,392375,38327,5325,93709,3305,10587705,1035467,
2006:Q3,Next9,25735904,7680835,6780284,900551,18055069,1869864,572483,675976,493672,182304,238914,201470,37444,4323719,323983,757222,1424436,4845711,2847329,175430,2297377,2290331,1906866,203256,2958,177250,7046,23438527,10366302,
2006:Q3,Next40,25762073,12453640,10701638,1752002,13308433,2046140,425790,373694,266105,107589,71230,45409,25821,1776357,462341,461205,1640834,4391651,1307954,351238,5427397,5417280,4428468,902668,5093,81050,10117,20334677,46071018,
2006:Q3,Bottom50,5806221,4451989,3434035,1017954,1354232,287484,24878,29287,22694,6593,3993,3068,925,115620,101890,17908,258945,205049,154206,154973,4325191,4322856,2977568,1262304,4261,78723,2335,1481030,57597181,
2006:Q4,TopPt1,7349539,910488,689701,220787,6439051,398515,117720,443895,352038,91857,394371,377997,16374,2839605,74374,1422,78972,137073,1935381,17722,80063,79088,43255,4973,6783,24077,975,7269476,115399,
2006:Q4,RemainingTop1,11401429,2777916,2405520,372396,8623513,718241,226414,493440,401230,92210,270724,241792,28932,3550014,160542,72477,519716,464313,2091983,55648,531951,528705,390847,39416,9407,89036,3245,10869478,1037950,
2006:Q4,Next9,26397019,7731850,6827727,904124,18665168,1912145,612512,637031,455423,181607,218752,183196,35557,4666254,329941,779624,1489395,4904360,2936251,178904,2368778,2361761,1956193,207998,5611,191959,7017,24028240,10391189,
2006:Q4,Next40,26035943,12480693,10718082,1762611,13555250,2079316,442148,350747,246810,103937,64182,39932,24251,1853447,476826,467449,1719206,4442718,1299696,359516,5475423,5465133,4446289,918452,10189,90203,10290,20560520,46182240,
2006:Q4,Bottom50,5910531,4508478,3470137,1038341,1402053,293809,27235,28566,22115,6452,3849,3129,720,127146,104771,17587,272537,204397,162568,159587,4451108,4448739,3062759,1285878,8546,91556,2370,1459422,57735782,
2007:Q1,TopPt1,7604524,901865,671886,229979,6702659,420275,126958,454351,357475,96876,417241,401222,16019,3016613,78364,1523,82604,148312,1938744,17673,80467,79414,44908,4355,5278,24872,1053,7524057,115667,
2007:Q1,RemainingTop1,11602436,2759715,2380049,379667,8842721,734525,232313,511127,413737,97390,267124,238641,28483,3718415,158550,76852,536805,485171,2066384,55455,517617,514288,387277,39103,6161,81747,3329,11084819,1040193,
2007:Q1,Next9,26884686,7727877,6831184,896693,19156809,1993300,636280,671397,473554,197843,216306,182353,33953,4895701,329861,786836,1509744,4954553,2982901,179930,2437116,2430019,2028328,202445,4110,195136,7097,24447570,10413386,
2007:Q1,Next40,26076969,12309767,10533998,1775770,13767202,2158478,449758,371966,257240,114726,62541,39721,22820,1896060,486362,469409,1743871,4487259,1279577,361922,5498079,5487553,4484896,903803,7570,91285,10525,20578891,46281392,
2007:Q1,Bottom50,5955674,4510708,3448184,1062524,1444966,307735,28932,30502,23388,7115,3841,3302,539,135043,106544,17244,279181,203438,170925,161580,4545531,4543103,3151845,1290467,7239,93552,2428,1410143,57859424,
2007:Q2,TopPt1,7779228,890381,660421,229960,6888847,413821,139518,423956,346596,77361,448049,432465,15584,3134340,83870,993,88173,158292,1979701,18134,82739,81651,45632,4339,5338,26342,1088,7696489,115905,
2007:Q2,RemainingTop1,11697452,2748753,2360140,388613,8948699,716898,240452,489218,410036,79181,243926,216044,27882,3826685,159537,82056,566513,504262,2062990,56162,512768,509548,385695,40163,5213,78477,3220,11184683,1042186,
2007:Q2,Next9,27365624,7748897,6850628,898268,19616727,2007714,664168,651403,473736,177667,248781,216712,32069,5041091,334256,818060,1576337,5022088,3067948,184880,2524354,2517326,2091364,206692,3983,215287,7028,24841270,10432752,
2007:Q2,Next40,26129858,12195279,10406073,1789206,13934580,2157642,458676,353791,258142,95649,71388,50127,21262,1913384,499529,477975,1824308,4533747,1270348,373791,5560063,5549390,4520156,917434,7568,104233,10673,20569795,46367681,
2007:Q2,Bottom50,6049230,4564080,3478506,1085574,1485150,308606,30850,30111,24017,6094,4034,3690,344,140224,109129,16923,293077,205235,179153,167808,4682489,4680035,3252347,1308339,7897,111453,2454,1366741,57967187,
2007:Q3,TopPt1,8002726,866482,643984,222498,7136243,414886,192682,519495,390733,128763,472089,456811,15278,3172228,87789,906,92100,168236,1997535,18297,85717,84556,45406,4721,7892,26538,1161,7917009,116107,25331442
2007:Q3,RemainingTop1,11851109,2726190,2327682,398508,9124920,707845,279721,590457,462288,128169,237338,209817,27520,3855363,157339,86656,585454,522463,2045949,56334,504043,500763,385400,41573,6563,67227,3280,11347067,1043920,6997997
2007:Q3,Next9,27790026,7714380,6810563,903816,20075646,2040209,743726,797577,536921,260655,251591,220838,30752,5074879,333817,832102,1603017,5082546,3128663,187519,2572274,2565187,2142205,213972,5838,203172,7087,25217752,10449148,1199701
2007:Q3,Next40,26227554,12075041,10277007,1798034,14152513,2178009,489945,458500,292633,165867,71408,51428,19980,1898346,508705,481707,1856641,4574820,1254317,380115,5603924,5593031,4544201,942473,11731,94626,10894,20623630,46440313,131691
2007:Q3,Bottom50,6145455,4620678,3515592,1105085,1524778,313007,35076,37044,26988,10055,4083,3893,190,141750,110822,16579,300734,206799,187323,171561,4822447,4819940,3355460,1352814,12492,99175,2507,1323008,58058156,
2007:Q4,TopPt1,7846054,887773,650418,237355,6958282,440531,243203,537565,400679,136886,465744,451461,14283,2968484,89000,3777,88100,169245,1933698,18935,90115,88948,47431,5884,8641,26992,1168,7755939,116273,
2007:Q4,RemainingTop1,11687839,2683161,2295662,387498,9004678,742089,321211,595659,460166,135493,214178,187946,26232,3672205,157387,89112,576303,541799,2037926,56809,511329,508039,386321,45260,7434,69023,3291,11176509,1045395,
2007:Q4,Next9,27720221,7666860,6755323,911538,20053361,2124732,798621,811441,542555,268886,357845,327215,30630,4836338,337905,824038,1603725,5115843,3050460,192413,2596279,2589150,2159580,220218,6861,202490,7129,25123942,10462564,
2007:Q4,Next40,26160642,11972651,10147156,1825494,14187991,2216294,507781,461973,291583,170389,103447,83834,19612,1820073,510732,481938,1803409,4633225,1259778,389340,5644847,5634001,4561783,959441,13164,99613,10846,20515795,46499124,
2007:Q4,Bottom50,6028778,4508357,3395453,1112904,1520421,317661,36511,36702,26555,10147,4397,4322,76,131411,111258,17304,295662,206678,187466,175371,4922798,4920303,3422018,1378674,14481,105129,2496,1105980,58132167,
2008:Q1,TopPt1,7484755,885834,646073,239761,6598922,467917,305993,560511,415579,144932,466526,453151,13375,2678568,88452,7638,81239,170314,1752362,19401,94859,93566,49663,6313,9650,27939,1293,7389896,116407,
2008:Q1,RemainingTop1,11317898,2598693,2219953,378740,8719205,778359,372287,605776,463056,142720,194159,169074,25084,3402116,153948,90465,547880,560084,1957159,56972,519688,515871,385729,47417,8659,74067,3816,10798210,1046650,
2008:Q1,Next9,27179967,7494811,6562912,931898,19685156,2213111,869439,830463,553779,276683,459753,429014,30739,4476185,336707,781688,1533525,5139782,2848540,195964,2620750,2613186,2174406,215699,8227,214854,7564,24559216,10473487,
2008:Q1,Next40,25729208,11671741,9817910,1853832,14057467,2258943,532774,468003,293516,174487,133991,114632,19359,1707210,508375,472973,1667145,4684390,1228324,395339,5653634,5642612,4568814,944997,15178,113624,11021,20075574,46546459,
2008:Q1,Bottom50,5930181,4430476,3311329,1119147,1499705,323044,38649,36526,26321,10205,4777,4777,0,117172,110715,18035,279575,206243,187232,177738,5001900,4999330,3471511,1387582,17055,123181,2570,928281,58192077,
2008:Q2,TopPt1,7271851,876577,646301,230276,6395273,452732,290308,608474,468000,140474,435280,421827,13452,2538876,90029,11043,78315,171187,1699295,19736,98049,96714,54327,7704,7183,27500,1335,7173802,116517,
2008:Q2,RemainingTop1,11180920,2520723,2149499,371224,8660197,764702,362693,638347,499912,138435,234023,208188,25834,3279500,154741,92728,545028,579819,1951717,56899,507437,503456,377000,50473,6060,69923,3981,10673482,1047733,
2008:Q2,Next9,26841775,7340309,6383345,956964,19501466,2201461,841976,874793,604979,269814,446546,411563,34984,4322381,341883,761313,1556221,5176236,2780154,198502,2624572,2616851,2201253,219358,6204,190037,7722,24217202,10482535,
2008:Q2,Next40,25359720,11397849,9525597,1872252,13961871,2183534,515001,478978,315653,163325,130847,109791,21056,1651705,511181,470175,1642965,4744768,1233810,398906,5631277,5620241,4554643,952876,10671,102051,11036,19728442,46585290,
2008:Q2,Bottom50,5890021,4412828,3294801,1118027,1477194,308999,36549,36749,27283,9466,4608,4467,141,109833,111327,18816,278139,206209,186947,179018,4965029,4962446,3452060,1390043,13430,106913,2584,924992,58241497,
2008:Q3,TopPt1,6841551,880534,643530,237004,5961017,474317,294155,682811,523154,159657,408277,394669,13609,2134054,90260,14860,70716,172166,1599063,20337,103998,102672,53378,8256,11935,29103,1326,6737553,116610,
2008:Q3,RemainingTop1,10793448,2453263,2092349,360914,8340185,794182,368094,692319,536458,155861,267664,240888,26775,2889082,152859,94745,510259,598289,1915395,57297,528172,524246,380011,53112,11772,79351,3926,10265275,1048692,
2008:Q3,Next9,26117704,7215914,6248547,967367,18901790,2276097,839225,946761,656850,289911,443891,403956,39934,3794741,343017,729727,1462191,5201704,2661345,203093,2627421,2619710,2169525,218126,11667,220391,7711,23490283,10490323,
2008:Q3,Next40,24879408,11136756,9244658,1892098,13742652,2210071,508191,517568,337384,180184,130911,107870,23040,1489617,510654,464615,1483630,4796805,1223171,407421,5623235,5612282,4514728,949096,20222,128236,10953,19256173,46618590,
2008:Q3,Bottom50,5777246,4332679,3212328,1120351,1444566,311739,35551,38204,28043,10162,4577,4231,345,90465,111194,19629,258569,205815,186313,182510,5076567,5074007,3494200,1415222,23267,141318,2560,700679,58284040,
2008:Q4,TopPt1,6197074,882895,637060,245835,5314179,509721,362442,790357,622618,167738,308224,295038,13185,1533591,89656,20040,60004,173352,1445871,20923,102502,101024,53168,8779,11837,27239,1478,6094573,116694,
2008:Q4,RemainingTop1,10332216,2387899,2039353,348546,7944317,839878,423938,768671,605612,163059,408392,381800,26592,2290754,149314,95250,452770,614655,1843028,57666,514921,510354,379908,55668,11780,62997,4567,9817295,1049575,
2008:Q4,Next9,24812116,7089570,6125663,963906,17722547,2383192,919160,1045840,748877,296963,215612,173304,42308,2979277,341643,649747,1287097,5208777,2484634,207567,2517467,2509236,2138615,216346,12087,142188,8231,22294649,10497467,
2008:Q4,Next40,24214481,10901765,9007204,1894561,13312716,2274455,537960,561147,377654,183494,63430,39597,23832,1240857,508066,446651,1236051,4835048,1193392,415660,5515230,5504058,4461565,941688,20141,80664,11172,18699251,46649332,
2008:Q4,Bottom50,5596506,4199743,3086345,1113398,1396763,320704,38115,39487,29338,10149,2882,2493,389,62350,110601,20467,226413,204820,185047,185878,5030873,5028221,3506810,1421307,24192,75912,2652,565632,58323315,
2009:Q1,TopPt1,5843616,878859,630784,248075,4964758,501678,358233,874952,663561,211391,263118,250160,12957,1298970,90981,23632,55236,174753,1302158,21047,99421,97979,52793,8180,9450,27557,1442,5744195,116775,
2009:Q1,RemainingTop1,10067287,2319800,1982627,337173,7747487,834571,423165,827460,625142,202319,462857,436045,26812,2057544,149606,98406,434896,628989,1772780,57212,514617,510225,382766,56442,8825,62192,4392,9552670,1050429,
2009:Q1,Next9,24168356,6959713,5993613,966099,17208644,2388108,907266,1120403,782684,337719,158164,112405,45759,2672974,346070,639470,1253684,5197986,2316038,208480,2466411,2458282,2117596,202852,9690,128145,8129,21701945,10504583,
2009:Q1,Next40,23758421,10659348,8763362,1895987,13099073,2219548,527625,616235,389057,227178,46989,21887,25102,1136820,510224,447539,1155085,4860010,1163670,415328,5439183,5428146,4435711,900079,15150,77206,11037,18319238,46680490,
2009:Q1,Bottom50,5464308,4101650,2996928,1104722,1362658,310051,36765,41341,29256,12085,2398,1899,499,50955,111068,21400,216673,203244,183352,185413,5061139,5058531,3557721,1410589,20224,69996,2608,403169,58362936,
2009:Q2,TopPt1,5889594,873900,632059,241840,5015695,501184,329837,758914,545020,213893,242646,229948,12698,1681606,93709,25825,58124,175784,1126767,21299,103597,102295,54915,8624,10806,27950,1302,5785997,116861,
2009:Q2,RemainingTop1,10278325,2255548,1927829,327719,8022777,838081,403066,726949,522551,204398,478578,451596,26983,2467964,152682,103667,470943,646919,1676943,56985,515772,512002,378682,58606,10646,64067,3770,9762553,1051305,
2009:Q2,Next9,24566598,6859293,5879655,979638,17707305,2410665,864064,1004363,665816,338547,172703,123528,49176,3259345,354716,689172,1412780,5219018,2110093,210385,2461617,2453931,2115960,198806,11792,127374,7686,22104981,10512287,
2009:Q2,Next40,23722542,10415326,8513224,1902102,13307216,2185673,503574,552984,329923,223061,51957,25610,26347,1297734,515851,463654,1290104,4908910,1119390,417385,5400952,5390245,4404720,884519,18094,82913,10707,18321590,46715035,
2009:Q2,Bottom50,5475355,4089235,2992019,1097215,1386120,302865,34123,38196,26524,11673,2407,1800,607,67376,112309,22365,237054,202712,180699,186015,5059189,5056699,3557298,1398317,24094,76991,2489,416166,58406513,
2009:Q3,TopPt1,6245400,867382,636496,230886,5378018,499357,291198,827319,630906,196413,225424,213026,12398,2075653,96689,27979,61320,176810,1074590,21679,105830,104554,54650,9142,12401,28361,1275,6139570,116960,
2009:Q3,RemainingTop1,10720148,2204114,1885623,318490,8516034,839984,374125,767204,578687,188516,491341,464258,27083,2886359,156244,109000,509645,665165,1659983,56984,522688,519052,379110,60766,13006,66170,3636,10197460,1052248,
2009:Q3,Next9,25323577,6784802,5791023,993779,18538775,2430035,806217,1066005,744907,321098,191434,138952,52482,3858470,364128,742963,1584477,5243088,2038675,213285,2432822,2425206,2086564,196428,14439,127775,7616,22890755,10521195,
2009:Q3,Next40,23874740,10236816,8334371,1902445,13637924,2148504,472858,559825,363007,196819,58106,30571,27535,1460011,522143,480005,1438553,4960316,1115776,421828,5355462,5344870,4356502,877153,21876,89340,10592,18519279,46755940,
2009:Q3,Bottom50,5491416,4075559,2989893,1085667,1415857,295140,30921,37737,27522,10216,2451,1744,708,84334,113698,23312,259084,202287,179211,187681,5108041,5105588,3576602,1415222,28771,84992,2453,383375,58457658,
2009:Q4,TopPt1,6224438,887336,643359,243978,5337101,528589,273230,791897,623819,168078,204252,192158,12094,2138903,99047,30783,60920,178042,1009167,22272,109294,108220,56452,9814,13131,28823,1074,6115144,117078,
2009:Q4,RemainingTop1,10782671,2175216,1868407,306810,8607455,878528,361253,726104,563442,162662,510444,483257,27187,2964799,158550,113736,522962,681878,1631840,57361,524181,521439,375290,62938,14260,68951,2743,10258490,1053308,
2009:Q4,Next9,25513513,6774065,5776025,998040,18739449,2523637,774947,1025797,734652,291144,194762,138889,55873,3984335,371692,776536,1664114,5253719,1952071,217840,2428656,2421690,2080226,193821,16056,131588,6967,23084857,10531923,
2009:Q4,Next40,23864008,10114809,8192406,1922403,13749199,2196621,454005,514463,354488,159975,59662,30909,28753,1485115,526976,490976,1483339,5002042,1105753,430246,5320652,5310507,4320794,868000,23823,97889,10145,18543356,46806179,
2009:Q4,Bottom50,5455894,4025974,2937071,1088902,1429921,301372,28884,35093,26821,8272,2403,1591,812,86358,114760,24280,266857,201431,177360,191123,5124338,5122049,3573991,1420445,31662,95952,2289,331556,58519982,
2010:Q1,TopPt1,6418375,897465,654096,243369,5520909,524949,225185,873945,675994,197951,184921,173245,11676,2281882,100217,34008,60725,178358,1034669,22051,117704,116402,57810,9854,19438,29301,1302,6300670,117223,
2010:Q1,RemainingTop1,11032418,2152373,1856458,295916,8880045,878289,322698,781084,591554,189530,527448,500390,27058,3125066,158464,118261,537851,707818,1666776,56289,535394,531680,369571,63802,26828,71477,3715,10497024,1054532,
2010:Q1,Next9,25993603,6772959,5768456,1004503,19220644,2539225,700522,1099693,779914,319779,199433,140789,58645,4224498,375709,799869,1749977,5346959,1968634,216125,2409758,2402013,2057107,183041,27845,134020,7745,23583845,10545087,
2010:Q1,Next40,24012068,10057720,8131507,1926213,13954348,2155276,415248,556769,371176,185593,61506,31806,29701,1543456,528980,499320,1534766,5105829,1129636,423562,5247198,5236680,4253711,833775,43727,105467,10518,18764870,46868724,
2010:Q1,Bottom50,5417786,3984811,2904009,1080802,1432974,292933,25138,36288,27012,9276,2337,1461,876,91983,115187,25284,275550,203302,177163,187810,5096656,5094217,3537262,1402585,48864,105505,2439,321130,58597097,
2010:Q2,TopPt1,6300099,911961,667152,244809,5388138,521776,203661,948653,765711,182942,168665,157536,11129,2021122,99098,38584,55063,178393,1131044,22080,122116,120728,60475,10639,19866,29748,1388,6177983,117402,
2010:Q2,RemainingTop1,10869884,2132066,1847988,284078,8737819,878566,305369,819293,643527,175766,541202,514548,26654,2870043,153789,121966,512639,726576,1752715,55660,535048,530980,363189,66224,28217,73350,4068,10334837,1055969,
2010:Q2,Next9,25831105,6788198,5782216,1005982,19042907,2556109,661719,1160971,857277,303694,208841,148224,60617,3885024,372878,784085,1685401,5444838,2066691,216350,2409492,2401439,2057880,180707,29704,133148,8052,23421614,10561302,
2010:Q2,Next40,23747080,9953287,8027662,1925625,13793792,2115660,392728,565116,401395,163721,64620,34315,30305,1435036,525468,498958,1420309,5172892,1181480,421525,5208348,5197726,4216876,824135,45779,110937,10622,18538732,46946548,
2010:Q2,Bottom50,5375211,3980045,2909628,1070417,1395166,284767,22923,35444,27380,8063,2265,1378,887,79435,114378,26422,261542,202912,178507,186571,5077633,5075148,3514436,1396747,51874,112091,2485,297578,58692614,
2010:Q3,TopPt1,6651847,912830,672168,240662,5739016,532394,206000,947532,806936,140596,154958,144346,10612,2325689,102643,41171,57100,178165,1171157,22207,122942,121805,61517,11617,18499,30172,1137,6528905,117623,21332082
2010:Q3,RemainingTop1,11282854,2097804,1824189,273616,9185050,895157,308319,797672,660796,136876,553211,526898,26313,3197670,158356,127418,544052,748961,1799030,55204,531492,528535,359816,68780,25143,74796,2957,10751362,1057667,6476939
2010:Q3,Next9,26690944,6748115,5732526,1015589,19942829,2606583,657901,1145932,890367,255565,222321,159535,62785,4359320,384078,838115,1833518,5575683,2102025,217353,2385210,2377968,2039138,181076,27687,130067,7242,24305733,10581185,1214857
2010:Q3,Next40,24002663,9857565,7928403,1929162,14145098,2114026,386765,527732,411728,116004,68940,37944,30996,1561884,533526,513799,1539542,5265416,1212136,421332,5158500,5148408,4167203,825293,40843,115070,10092,18844162,47042624,87446
2010:Q3,Bottom50,5418918,3994641,2933304,1061337,1424278,282777,22148,32840,27155,5684,2238,1329,909,92318,116153,27407,279634,203644,178966,186152,5090067,5087781,3504081,1416960,49950,116791,2287,328851,58810145,
2010:Q4,TopPt1,6983531,921438,662357,259080,6062094,531999,234250,925840,709922,215918,162383,149906,12477,2590079,104362,36924,62590,165782,1225528,22357,119891,118571,58075,13299,17926,29271,1320,6863640,117890,
2010:Q4,RemainingTop1,11631951,2104545,1826214,278332,9527406,893819,344410,813366,605005,208361,538844,512021,26823,3440012,168091,134339,568263,770255,1800318,55689,533442,529589,357256,69258,24006,79069,3854,11098509,1059661,
2010:Q4,Next9,27378905,6700486,5695397,1005090,20678418,2581837,716767,1159957,826858,333099,245136,186118,59018,4717516,389048,883986,1915373,5695750,2155666,217383,2391195,2383296,2013501,201325,28003,140466,7900,24987709,10605163,
2010:Q4,Next40,24364927,9783347,7856773,1926574,14581580,2105028,403956,570580,380260,190320,74020,43773,30247,1683135,530326,527826,1676410,5371656,1212785,425856,5182213,5171835,4131051,885663,40778,114343,10378,19182714,47158964,
2010:Q4,Bottom50,5298542,3846829,2780402,1066426,1451713,282092,24058,35362,26222,9140,2804,1278,1526,102245,116263,27483,292317,208351,174404,186334,5052292,5049876,3398015,1477266,54063,120532,2416,246250,58952152,
2011:Q1,TopPt1,7226625,920949,651489,269460,6305677,560586,216237,897540,703477,194063,163257,148871,14385,2824843,106854,34168,67255,154237,1258211,22488,116369,115024,57216,12734,16476,28599,1345,7110256,118200,
2011:Q1,RemainingTop1,11875887,2098898,1813528,285370,9776989,926579,339642,800587,609349,191238,532141,504373,27768,3648325,179357,140318,585141,783432,1785327,56141,528116,524052,353536,65157,20793,84566,4064,11347771,1061937,
2011:Q1,Next9,27772197,6609440,5602085,1007355,21162758,2625584,706251,1154842,843358,311484,251373,194302,57071,5029811,396368,883923,1969493,5743058,2184781,217276,2421166,2413133,2034430,195624,26362,156717,8033,25351031,10632913,
2011:Q1,Next40,24546563,9659975,7728411,1931563,14886588,2174335,389348,550332,383186,167146,74488,44284,30204,1791348,529110,532239,1786526,5424076,1204735,430050,5188583,5178216,4153869,869414,37320,117614,10368,19357979,47293742,
2011:Q1,Bottom50,5246440,3768964,2694449,1074515,1477477,294228,23251,34157,25996,8161,3284,1110,2174,110788,116819,27721,300864,210664,169345,186356,4993680,4991249,3321075,1485380,55287,129506,2432,252760,59116499,
