Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1998:Q4,Next40,15031711,6016323,4786935,1229388,9015388,1381234,214115,219689,157825,61864,55201,33683,21518,1393435,368688,285755,1199586,2943228,790820,163637,2539014,2529620,1926244,513643,18333,71400,9394,12492697,41138805,
1998:Q4,Bottom50,3177819,2155297,1510851,644446,1022522,206912,10119,17414,13735,3679,2474,394,2080,136654,81983,14562,192536,197456,91409,71003,1963509,1961403,1135062,768309,7334,50697,2106,1214310,51422933,
1999:Q1,TopPt1,4280818,457718,308154,149563,3823100,187136,135627,511947,317088,194859,243821,237759,6062,1721165,22686,1452,46824,31515,912632,8294,65302,64953,24167,3250,3976,33560,349,4215515,107904,
1999:Q1,RemainingTop1,6340660,1079099,857419,221679,5261561,326900,239101,446018,324838,121180,165024,139773,25251,2192122,58651,40064,337289,317391,1116051,22951,242622,241176,176941,14298,2709,47228,1446,6098038,923042,
1999:Q1,Next9,14377202,3409448,2807453,601995,10967754,975274,382093,473732,313349,160382,165179,131051,34128,2964309,205334,412885,828012,3055958,1423248,81731,1065015,1059783,801426,134737,6621,116999,5233,13312187,9278746,
1999:Q1,Next40,15231330,6084122,4845625,1238497,9147208,1367974,223020,226415,149849,76565,52785,31513,21273,1427442,376635,292289,1224443,2997529,795405,163272,2586780,2577112,1970048,516103,16536,74425,9668,12644550,41258461,
1999:Q1,Bottom50,3245597,2220221,1570685,649536,1025376,206581,11166,17490,13129,4361,2292,308,1984,135599,83621,14635,197234,196969,89165,70624,1987685,1985487,1155055,774010,7027,49394,2198,1257912,51569936,
1999:Q2,TopPt1,4408662,473135,318564,154571,3935527,186064,127084,475236,292882,182354,245932,239008,6924,1850908,24142,1069,47725,31676,937316,8376,61556,61202,23112,2947,4019,31124,354,4347106,108135,
1999:Q2,RemainingTop1,6592926,1130127,893557,236570,5462799,319264,238344,425614,311957,113658,170775,145412,25364,2353366,61657,41003,347663,332889,1148706,23519,255176,253697,184539,14846,3214,51099,1479,6337751,925818,
1999:Q2,Next9,14843955,3508378,2909349,599029,11335576,971882,373081,453740,298929,154811,158509,123524,34986,3235810,208302,427726,887516,3090552,1446227,82232,1085794,1080595,813708,132466,7323,127098,5199,13758161,9303593,
1999:Q2,Next40,15584925,6218127,4963987,1254141,9366797,1349732,221808,214262,143665,70598,51229,30267,20961,1534575,386586,302340,1275500,3055992,811461,163314,2659951,2650217,2020510,531111,16787,81809,9734,12924974,41378841,
1999:Q2,Bottom50,3275787,2238562,1578028,660534,1037225,205433,11109,16646,12550,4096,2121,246,1874,142994,85706,14753,205113,196634,86291,70426,2035587,2033376,1181823,790210,7413,53930,2211,1240200,51717798,
1999:Q3,TopPt1,4301125,475890,331526,144365,3825234,192142,134433,453825,278996,174829,254019,246226,7792,1686776,23673,1556,45469,31954,992785,8603,57559,57205,22614,2837,3375,28379,355,4243565,108307,
1999:Q3,RemainingTop1,6559152,1172950,918853,254097,5386202,319888,248871,416247,306649,109598,169668,144124,25544,2223181,61049,40766,338313,346776,1197100,24344,264736,263239,191568,15546,2888,53237,1496,6294416,928657,
1999:Q3,Next9,14832536,3583880,2972800,611080,11248655,985616,381613,442391,291490,150902,168376,132386,35990,3096196,205793,409597,865883,3110364,1498985,83841,1109031,1103877,835006,131960,6524,130388,5154,13723504,9328734,
1999:Q3,Next40,15743128,6361503,5090369,1271134,9381624,1353081,227638,208967,140481,68486,54551,33822,20729,1509844,392124,302287,1228671,3103693,834747,166021,2740031,2730238,2080235,551672,13649,84681,9794,13003096,41500671,
1999:Q3,Bottom50,3336295,2309648,1639622,670026,1026647,207844,11785,16098,12096,4002,2079,299,1780,135746,86803,14742,201032,195855,83244,71418,2082856,2080634,1211836,809881,6524,52394,2222,1253439,51867500,
1999:Q4,TopPt1,4704348,495923,347105,148818,4208425,205072,160042,392161,290401,101760,269595,260967,8628,2062217,28910,215,48219,31926,999646,10423,55457,55035,22673,2919,3146,26297,422,4648892,108430,
1999:Q4,RemainingTop1,7094605,1224008,955203,268805,5870597,328361,272981,385566,324245,61321,161166,135472,25694,2633560,71308,42993,360518,364518,1221734,27893,275849,274056,196037,16121,3008,58890,1792,6818756,931575,
1999:Q4,Next9,15847835,3678700,3070992,607707,12169135,1015727,411101,411465,304296,107169,197021,160128,36892,3716143,219714,460441,969506,3163318,1507415,97285,1148408,1143084,857050,132138,6553,147343,5324,14699427,9354396,
1999:Q4,Next40,16315932,6439967,5154397,1285570,9875964,1376893,242159,171229,146365,24864,63372,42908,20464,1730567,411116,323476,1336128,3176198,847614,197214,2822060,2812079,2128172,574720,12579,96607,9982,13493871,41624679,
1999:Q4,Bottom50,3431123,2348500,1668307,680193,1082623,213651,13330,13878,12029,1849,2161,482,1679,155793,90906,14994,215874,196062,80838,85136,2119674,2117393,1220330,827724,6363,62976,2281,1311449,52020023,
2000:Q1,TopPt1,4753711,503510,357575,145935,4250201,213459,176066,342136,260505,81631,273693,264365,9328,2150014,30117,0,48873,32051,973185,10605,52915,52564,22793,2437,3174,24159,351,4700796,108515,
2000:Q1,RemainingTop1,7303991,1281485,996238,285247,6022506,331752,290416,351306,302216,49090,164556,138977,25579,2758378,73963,44002,369641,380279,1229537,28675,284624,283112,199610,15944,3465,64093,1512,7019367,934585,
2000:Q1,Next9,16261141,3792237,3176034,616204,12468904,1035441,430540,372977,282760,90217,195897,158797,37100,3933408,222127,477340,1019334,3198234,1484938,98667,1177224,1172176,876720,125807,7195,162453,5048,15083917,9380806,
2000:Q1,Next40,16779594,6678296,5371140,1307156,10101298,1387446,252651,154624,136764,17860,63263,43352,19911,1821895,420787,334216,1378680,3235526,852855,199355,2877820,2867914,2168409,579455,12739,107310,9906,13901774,41751591,
2000:Q1,Bottom50,3482189,2382989,1689611,693377,1099200,217294,14433,12800,11362,1438,1988,462,1526,161479,92926,15110,222780,195730,78789,85872,2129631,2127391,1218680,830122,6720,71869,2240,1352557,52176350,
2000:Q2,TopPt1,4619069,522963,376928,146035,4096106,216149,164973,330212,241786,88427,270013,260011,10002,1973887,29661,0,47259,32275,1020832,10845,49095,48730,22498,2467,2769,20996,365,4569974,108574,
2000:Q2,RemainingTop1,7284108,1349812,1048711,301101,5934295,328780,287668,343529,289278,54250,175039,149576,25463,2617519,73474,44247,364280,394809,1275385,29565,291757,290172,205963,16741,3272,64195,1585,6992350,937701,
2000:Q2,Next9,16267352,3934096,3312193,621904,12333255,1042084,419449,364007,269338,94669,176400,139114,37285,3773282,219786,471632,1011239,3221558,1533312,100507,1195378,1190333,899699,126174,6690,157770,5045,15071974,9408191,
2000:Q2,Next40,17017934,6902886,5574171,1328714,10115048,1381510,250418,154235,130708,23527,57701,38336,19365,1790828,426640,338254,1350810,3286483,875579,202589,2957370,2947376,2226833,604783,10853,104908,9994,14060564,41882135,
2000:Q2,Bottom50,3523622,2434530,1727576,706954,1089092,218218,14237,12549,10827,1723,1691,316,1375,153881,94092,15163,220911,195048,76208,87095,2166354,2164092,1243103,851606,6144,63240,2261,1357268,52337462,
2000:Q3,TopPt1,4613586,521393,388700,132693,4092193,219014,175842,317565,227757,89808,276360,265712,10648,1904536,30161,0,46704,32439,1078476,11096,45907,45560,22293,2772,2173,18321,347,4567679,108616,
2000:Q3,RemainingTop1,7377622,1402425,1083623,318803,5975196,326064,301504,335876,279992,55884,175903,150559,25344,2582450,74831,45027,365631,410181,1327243,30487,300939,299409,212130,17829,2715,66737,1529,7076683,940937,
2000:Q3,Next9,16483500,4026254,3389852,636402,12457246,1049375,433707,354161,259303,94858,181648,144202,37446,3761030,220238,481583,1028994,3251583,1592462,102465,1225937,1220994,923791,129166,5538,162499,4943,15257563,9436779,
2000:Q3,Next40,17370649,7129999,5785096,1344903,10240650,1376287,258796,152633,126140,26493,59435,40611,18825,1806246,434840,346986,1355313,3342634,901388,206092,3051372,3041349,2285743,638674,8194,108739,10023,14319276,42017037,
2000:Q3,Bottom50,3599988,2509448,1794073,715375,1090540,219271,15099,12227,10367,1861,1566,340,1226,151590,95781,15260,223033,194566,73709,88438,2215342,2213082,1266490,878632,5052,62907,2260,1384645,52504341,
2000:Q4,TopPt1,4395931,543040,401769,141271,3852892,233231,197546,347002,245531,101471,294574,283299,11275,1567307,29546,249,43740,32727,1095798,11172,42046,41630,21358,3141,2485,14646,416,4353886,108654,
2000:Q4,RemainingTop1,7214466,1472032,1138988,333044,5742434,336182,323915,368908,304541,64367,166767,141533,25234,2263027,74066,44778,351143,424097,1358433,31118,308513,306678,219437,19145,3592,64504,1835,6905953,944306,
2000:Q4,Next9,16295165,4164747,3531626,633121,12130419,1083573,461000,381951,278770,103181,214494,176879,37615,3340693,217487,461577,984979,3267863,1613652,103150,1232190,1227071,938245,133253,6957,148616,5120,15062975,9466796,
2000:Q4,Next40,17521904,7341454,5976461,1364994,10180450,1404377,272757,170017,135201,34816,69324,51021,18303,1679343,440496,346651,1284392,3388858,917726,206510,3133424,3123204,2337081,676302,9569,100252,10220,14388480,42157025,
2000:Q4,Bottom50,3587663,2514579,1785252,729327,1073084,225894,16500,12865,10576,2289,1634,552,1081,134822,96902,15269,215554,193664,71577,88402,2252909,2250588,1289105,909426,6064,45992,2322,1334754,52677968,
2001:Q1,TopPt1,4188598,566446,423582,142865,3622152,259416,231704,326447,196783,129663,290952,278918,12034,1302742,30381,672,39142,32904,1096432,11361,36000,35662,20390,2505,1483,11284,338,4152598,108698,
2001:Q1,RemainingTop1,7102669,1565170,1216939,348231,5537499,359748,356280,339398,255072,84326,177013,151575,25438,2006533,76099,44676,325339,439618,1380847,31949,313366,311844,226494,19309,2159,63883,1522,6789302,947824,
2001:Q1,Next9,16158842,4366181,3732290,633891,11792660,1145826,503300,356899,234207,122692,196828,158279,38549,3004875,218971,446331,898281,3297623,1619039,104689,1227766,1222946,950965,126817,4280,140884,4819,14931076,9498470,
2001:Q1,Next40,17849473,7741569,6359994,1381574,10107905,1466883,293163,168257,114496,53761,64346,46234,18112,1572260,449689,347593,1161460,3445299,929991,208965,3179277,3169143,2384685,683319,5298,95841,10134,14670196,42302825,
2001:Q1,Bottom50,3604327,2545117,1804930,740187,1059210,238314,18529,12591,9332,3258,1409,414,994,121051,98813,15286,201171,193170,69601,89275,2265357,2263080,1307091,917774,3785,34431,2277,1338970,52859325,
2001:Q2,TopPt1,4321476,573067,435959,137108,3748409,265818,227111,304024,172928,131096,294100,281330,12770,1417011,32950,420,39965,29870,1125295,11845,31002,30693,19159,2037,917,8580,309,4290474,108760,
2001:Q2,RemainingTop1,7346273,1626449,1262116,364333,5719824,361051,358803,316975,230878,86097,181313,155694,25620,2162130,81503,45505,335273,425310,1418659,33302,326222,324804,236910,20119,1404,66370,1418,7020051,951503,
2001:Q2,Next9,16677838,4467687,3829905,637782,12210150,1162140,500672,334934,211598,123335,195099,155688,39412,3260474,225554,456750,947688,3365985,1652389,108467,1249219,1244539,972550,123886,2784,145318,4680,15428619,9532029,
2001:Q2,Next40,18329207,7943817,6551061,1392756,10385390,1472176,294534,160510,103818,56691,64057,46159,17898,1679571,463135,356690,1206628,3521644,949658,216788,3273440,3263295,2460651,700041,3124,99479,10145,15055767,42455166,
2001:Q2,Bottom50,3674553,2593139,1846323,746816,1081414,241202,18654,11929,8531,3399,1288,386,903,128619,101674,15399,208328,194230,67546,92543,2337377,2335109,1360748,938166,2450,33745,2268,1337176,53049393,
2001:Q3,TopPt1,4060375,572661,447067,125595,3487714,275505,241793,332775,207257,125518,324845,311343,13502,1066962,30707,746,35246,26954,1139747,12434,30542,30167,19931,1836,1418,6982,375,4029833,108850,14330796
2001:Q3,RemainingTop1,7065430,1683559,1302089,381469,5381871,366005,376461,358997,276044,82953,164129,138314,25815,1792774,77596,45540,307504,409215,1448805,34845,340766,339051,242096,20559,2525,73871,1715,6724664,955358,4321857
2001:Q3,Next9,16358485,4550732,3903339,647392,11807753,1186249,520871,368794,249546,119248,255125,214831,40294,2753022,218090,445244,854624,3420746,1671935,113051,1311654,1306803,1011907,120845,4751,169299,4851,15046831,9567700,876240
2001:Q3,Next40,18378100,8147101,6742897,1404204,10230999,1486857,305646,176722,121750,54972,82065,64367,17698,1498073,465185,358803,1077169,3588192,965764,226523,3385388,3375045,2534970,719049,4982,116043,10343,14992712,42614773,107270
2001:Q3,Bottom50,3716280,2660605,1907906,752699,1055674,245689,19738,12662,9360,3303,1587,774,813,108824,101988,15433,192597,194868,65623,96665,2397526,2395197,1388649,952061,3989,50498,2329,1318753,53249155,
2001:Q4,TopPt1,4245486,599290,455559,143730,3646196,280850,252978,307699,185093,122606,304655,290915,13740,1288616,33715,893,37158,27456,1099608,12569,27846,27487,17885,2725,351,6526,359,4217640,108977,
2001:Q4,RemainingTop1,7409389,1732812,1360467,372345,5676577,395883,381634,326882,242551,84331,181075,155128,25947,2043556,90047,44476,318940,396666,1461368,36051,357377,355637,258582,22505,634,73916,1740,7052012,959395,
2001:Q4,Next9,16948636,4651878,3992780,659099,12296758,1213377,551484,342893,223749,119144,224414,184329,40086,3085128,233665,459148,916060,3518937,1636547,115106,1277338,1272405,991514,133002,930,146960,4933,15671298,9605618,
2001:Q4,Next40,18860259,8351627,6925610,1426017,10508633,1507815,331259,167809,110635,57173,73286,54518,18768,1620573,464740,364056,1141770,3628631,979081,229613,3465970,3455822,2609463,746483,977,98898,10148,15394289,42782073,
2001:Q4,Bottom50,3754068,2679144,1916035,763109,1074924,244355,20921,12226,8809,3417,1494,626,868,117838,102150,15821,198174,196755,67503,97688,2457026,2454743,1434341,987112,794,32495,2283,1297042,53459186,
2002:Q1,TopPt1,4266745,628886,466342,162544,3637859,288061,235191,292822,179580,113242,294193,280165,14028,1317858,36251,1580,38715,28139,1092345,12703,31026,30640,20397,2940,107,7196,386,4235719,109141,
2002:Q1,RemainingTop1,7535496,1786594,1423952,362642,5748902,427682,363940,310590,229815,80775,190889,164719,26170,2072164,101658,42652,327961,381771,1492331,37265,368551,366602,264821,22416,207,79158,1949,7166945,963593,
2002:Q1,Next9,17223941,4776786,4112450,664336,12447156,1245079,546881,329523,215408,114115,215991,175891,40100,3091785,247960,452516,968563,3598107,1633590,117161,1302122,1296966,1019509,132901,242,144314,5156,15921819,9645561,
2002:Q1,Next40,19174701,8538921,7099157,1439764,10635780,1534460,341214,162411,107573,54837,71099,51160,19939,1616601,463167,362723,1195272,3654841,1001323,232669,3545327,3535290,2698989,741325,263,94713,10037,15629375,42956290,
2002:Q1,Bottom50,3774587,2694928,1925920,769008,1079659,244022,20618,11958,8663,3295,1569,630,939,114990,102063,16136,202277,198061,69272,98692,2463628,2461360,1445094,983934,203,32129,2269,1310958,53678444,
2002:Q2,TopPt1,4136626,663357,480926,182430,3473270,283525,212607,329174,185757,143416,277339,263067,14271,1158526,37190,2367,35440,28888,1095164,13050,32965,32593,22603,3661,-1196,7525,371,4103662,109339,
2002:Q2,RemainingTop1,7449660,1841919,1488812,353107,5607741,445617,342174,337821,231119,106703,207011,180709,26301,1886438,110216,40683,303778,366027,1529117,38858,379016,377034,273167,23175,-2330,83022,1981,7070644,967923,
2002:Q2,Next9,17064926,4913201,4241497,671704,12151725,1248993,535111,357166,219510,137656,192090,152210,39880,2789773,257633,441999,895870,3671698,1640564,120830,1327913,1322667,1050677,139178,-2301,135113,5245,15737013,9687212,
2002:Q2,Next40,19161984,8679871,7221802,1458069,10482113,1527134,347284,190565,110475,80090,64253,43232,21020,1496651,457714,360149,1095686,3676671,1026433,239573,3650875,3641031,2802826,754619,-2517,86102,9844,15511109,43136346,
2002:Q2,Bottom50,3777220,2727272,1949593,777679,1049948,238100,20021,13461,8872,4589,1526,533,994,101330,101112,16438,186333,199194,71021,101413,2498813,2496589,1475767,997010,-1945,25758,2224,1278407,53905481,
2002:Q3,TopPt1,3875003,679011,493816,185195,3195993,293036,196857,339757,176606,163151,268786,254218,14568,875613,36938,3097,31812,29649,1107121,13327,34674,34243,23604,4125,-1500,8014,432,3840329,109569,
2002:Q3,RemainingTop1,7192881,1886022,1539365,346657,5306858,479691,325840,341125,215443,125682,216448,189921,26528,1549989,116493,38785,276787,350143,1571220,40338,396305,393968,285191,24103,-3050,87724,2337,6796575,972356,
2002:Q3,Next9,16678638,5001854,4305399,696456,11676783,1286420,530656,360535,207768,152768,188703,148810,39892,2273242,263847,433763,813100,3745965,1656580,123972,1348527,1342942,1072411,144828,-2570,128274,5585,15330111,9730256,
2002:Q3,Next40,19125874,8860991,7383105,1477886,10264883,1560918,355980,205345,105511,99834,63452,41240,22212,1289160,449322,358319,984319,3698720,1054167,245179,3763021,3753223,2912154,765003,-2901,78967,9798,15362853,43321164,
2002:Q3,Bottom50,3828587,2811914,2027325,784589,1016673,239042,19738,14170,8589,5582,1644,579,1065,80424,99508,16751,168754,200341,72751,103550,2560966,2558732,1525800,1013550,-2125,21507,2234,1267621,54138848,
2002:Q4,TopPt1,3936214,693793,504254,189539,3242422,293718,207685,365294,164626,200668,257602,242740,14862,969042,37010,2892,33172,30283,1031857,13867,36307,35881,24846,4785,-2509,8759,427,3899907,109826,
2002:Q4,RemainingTop1,7395503,1928926,1589354,339571,5466577,503144,331811,356811,197321,159489,228983,202241,26743,1656505,123454,38128,284538,336064,1564848,42292,412782,410369,296767,25196,-5191,93597,2413,6982721,976863,
2002:Q4,Next9,17035591,5086325,4370319,716006,11949266,1302705,560132,370693,193165,177528,179372,139500,39873,2390927,271073,463177,859576,3837467,1585010,129135,1376870,1371161,1097065,152279,-3835,125652,5709,15658721,9774378,
2002:Q4,Next40,19522456,9056860,7564471,1492389,10465596,1568933,380196,235142,98945,136197,60822,37421,23402,1331833,441643,368651,1030745,3733311,1058700,255620,3884110,3874487,3023131,781211,-4412,74557,9623,15638346,43509666,
2002:Q4,Bottom50,3903445,2876079,2087401,788678,1027365,235773,20870,15544,8174,7370,1724,589,1135,81283,98065,17233,172157,202016,74857,107844,2628304,2626108,1574503,1033537,-3151,21218,2196,1275141,54377097,
2003:Q1,TopPt1,3897667,724310,514329,209981,3173357,310575,187254,340378,158303,182075,253301,238210,15091,911306,38410,3119,33121,31139,1050608,14145,38265,37721,25789,4661,-2516,9787,544,3859402,110109,
2003:Q1,RemainingTop1,7420620,1985049,1655792,329257,5435571,545905,311618,334809,186090,148719,233995,207165,26830,1583167,133081,36852,282413,318897,1611047,43789,431797,428780,308185,25332,-5392,100656,3017,6988823,981416,
2003:Q1,Next9,17187752,5215408,4498866,716542,11972344,1358258,548103,353848,184644,169205,189481,149951,39530,2251193,282297,475688,869134,3904605,1607446,132290,1396905,1390665,1114808,151401,-3527,127982,6240,15790847,9819263,
2003:Q1,Next40,19743834,9236317,7734693,1501624,10507517,1624812,384445,220261,95286,124975,63817,39364,24453,1272152,437111,373473,1032267,3749450,1088529,261199,3975462,3965778,3123980,772597,-4200,73401,9684,15768372,43700776,
2003:Q1,Bottom50,3904506,2879772,2087592,792180,1024735,240367,20279,14778,7936,6843,1925,743,1182,73309,97328,17646,169622,202927,76591,109963,2674732,2672485,1614479,1035133,-2807,25681,2247,1229774,54618779,
2003:Q2,TopPt1,4209591,750531,527413,223118,3459060,315242,171946,315285,143654,171631,272785,257406,15380,1178563,41549,2865,36810,31898,1077740,14375,43390,42819,27808,5089,-2229,12151,571,4166201,110415,
2003:Q2,RemainingTop1,7812806,2038042,1717397,320645,5774765,573904,295595,310378,166336,144042,208844,181824,27020,1886953,146200,36123,306358,303076,1662126,45208,457861,454630,320221,26204,-4939,113144,3231,7354945,985985,
2003:Q2,Next9,18049618,5339958,4611956,728002,12709660,1384362,541639,332404,167378,165026,269132,229691,39441,2640482,298764,507515,977030,3985024,1638229,135079,1472962,1466489,1156830,156708,-2898,155849,6473,16576656,9864596,
2003:Q2,Next40,20303004,9421485,7904986,1516499,10881519,1644856,390704,207515,87043,120472,87389,61758,25631,1415364,436741,384224,1152905,3775181,1120764,265875,4138665,4129099,3260651,782652,-3580,89376,9567,16164339,43893415,
2003:Q2,Bottom50,3982768,2931982,2134188,797794,1050787,239114,19927,13991,7355,6636,2637,1389,1248,82524,97523,18134,182718,204239,78305,111675,2788050,2785818,1682869,1051277,-2219,53891,2232,1194719,54862448,
2003:Q3,TopPt1,4323684,767294,541775,225519,3556390,311325,152621,305864,164371,141493,262739,247210,15529,1296217,43952,2927,37545,32729,1095643,14828,46436,45867,30923,5830,-3392,12506,569,4277248,110741,
2003:Q3,RemainingTop1,8033191,2085609,1771383,314226,5947582,591094,275895,307056,184809,122247,217337,190389,26948,2012221,157927,34950,309671,286214,1708190,47027,469000,465677,328765,27008,-7557,117462,3323,7564191,990543,
2003:Q3,Next9,18446867,5446175,4693920,752255,13000692,1389314,528171,334108,187635,146473,269787,231083,38704,2774144,313102,527084,1007256,4058552,1659599,139574,1518714,1512102,1207884,163388,-4040,144871,6612,16928153,9910061,
2003:Q3,Next40,20623705,9625439,8090442,1534997,10998266,1639353,392755,196628,97992,98636,87365,60859,26506,1456595,434495,391049,1179290,3795444,1150654,274637,4272576,4263183,3391448,797598,-5078,79214,9393,16351129,44086507,
2003:Q3,Bottom50,4070600,3018206,2214360,803846,1052394,233761,19295,13702,8146,5556,2761,1495,1266,82960,97302,18576,183434,205324,80069,115209,2843142,2840948,1731913,1065851,-3075,46258,2195,1227457,55106653,
2003:Q4,TopPt1,4610075,788583,554665,233918,3821492,313728,137234,339481,183514,155967,250380,234615,15765,1541193,46166,2566,40912,33510,1101002,15319,54001,53443,31796,6348,2665,12635,558,4556074,111084,
2003:Q4,RemainingTop1,8456872,2139579,1832746,306834,6317292,615795,259445,338684,200747,137937,228974,201945,27029,2273451,169334,34199,331156,270034,1747302,48918,500996,497624,341731,28081,6603,121210,3372,7955876,995060,
2003:Q4,Next9,19167499,5565408,4794103,771305,13602091,1409591,518847,364522,205668,158853,266005,227662,38344,3093537,326926,563402,1107271,4139522,1668111,144357,1537947,1531229,1229674,170088,3201,128266,6718,17629552,9955344,
2003:Q4,Next40,21170141,9846456,8292173,1554283,11323685,1652546,396192,222927,107868,115059,85989,58424,27565,1559396,431695,402758,1289871,3820968,1177267,284074,4396471,4387274,3505740,812021,4438,65074,9197,16773670,44278974,
2003:Q4,Bottom50,4156329,3080280,2269018,811261,1076049,231480,18842,15230,8842,6389,2888,1575,1313,89019,96958,19070,194997,206627,81895,119042,2910524,2908374,1786672,1086395,2034,33273,2150,1245805,55349948,
2004:Q1,TopPt1,5054650,826206,576780,249426,4228444,325829,122291,578527,415538,162989,244647,228533,16114,1677865,46320,2442,41456,33939,1139660,15467,56323,55775,33291,6338,2486,13660,548,4998327,111441,
2004:Q1,RemainingTop1,8978896,2226149,1927432,298717,6752747,652571,243219,557288,409854,147434,230975,203667,27309,2411528,176697,33114,333063,258880,1805207,50205,518140,514709,351917,28159,6203,128431,3431,8460756,999507,
2004:Q1,Next9,20017284,5775150,4987794,787356,14242134,1453898,508755,579544,413723,165820,284617,246146,38471,3237649,334617,590573,1132388,4263476,1710119,146498,1561924,1555092,1253566,169612,2788,129127,6832,18455361,10000128,
2004:Q1,Next40,21858485,10212913,8633677,1579236,11645572,1694808,398533,339843,214503,125340,91276,62401,28875,1597282,423743,411559,1309914,3878516,1212957,287140,4489528,4480524,3608552,805307,3954,62710,9004,17368957,44469738,
2004:Q1,Bottom50,4219861,3131340,2308309,823031,1088521,233879,18367,21195,14284,6911,3213,1816,1397,89122,95466,19532,194864,209265,83594,120024,2948957,2946851,1821362,1087056,1723,36710,2106,1270904,55590883,
2004:Q2,TopPt1,5122862,847144,599784,247359,4275718,330586,107461,519275,369789,149486,241038,224568,16470,1694064,47451,2612,41793,36698,1239125,15616,60694,60081,36139,6667,2471,14804,613,5062168,111809,
2004:Q2,RemainingTop1,9120622,2293101,1999445,293656,6827521,679957,226902,503213,364483,138730,228244,200652,27592,2418547,186033,31670,333501,270428,1897531,51494,537135,533320,362337,28676,6216,136091,3815,8583486,1003855,
2004:Q2,Next9,20366842,5935968,5116458,819510,14430874,1479885,497299,532391,374222,158168,313011,274404,38606,3197287,345252,606678,1151794,4344956,1813691,148630,1621050,1613853,1306192,172865,2604,132192,7197,18745792,10044099,
2004:Q2,Next40,22263419,10503344,8900244,1603099,11760076,1715026,399411,312695,195892,116803,99408,69204,30204,1572079,418066,417040,1323126,3947795,1265253,290178,4635535,4626582,3751118,809863,3784,61818,8953,17627884,44657723,
2004:Q2,Bottom50,4343027,3261155,2429667,831489,1081872,232757,17845,20275,13782,6493,3616,2133,1483,83120,94483,19965,193865,209894,85062,120991,3027940,3025823,1885487,1096468,1558,42311,2117,1315087,55828012,
2004:Q3,TopPt1,5297095,888156,622178,265977,4408939,330004,93610,563066,404173,158894,225332,208516,16816,1709907,48244,2603,41568,39477,1339093,16035,60805,60165,37875,7346,-740,15683,640,5236289,112186,18649482
2004:Q3,RemainingTop1,9379180,2381616,2097794,283823,6997564,700250,211298,537880,387521,150359,242770,214923,27846,2424319,194724,30366,330023,282365,1990306,53263,549340,545307,374403,29815,-1811,142900,4033,8829840,1008076,5620123
2004:Q3,Next9,20832663,6185064,5360312,824753,14647599,1492292,485813,568064,401085,166980,308395,269722,38672,3153068,354880,629821,1155929,4428765,1917750,152822,1658346,1650913,1341824,180741,-711,129059,7433,19174318,10086942,1073696
2004:Q3,Next40,22701419,10811323,9194962,1616362,11890096,1719042,399546,339939,210713,129226,97549,66038,31511,1545161,411435,424463,1318087,4018847,1317855,298172,4772320,4763495,3879614,828308,-1028,56601,8825,17929099,44841851,110020
2004:Q3,Bottom50,4408915,3334776,2497831,836946,1074139,229092,17331,21614,14490,7124,3797,2232,1565,76793,93288,20415,190554,210542,86543,124169,3108266,3106167,1945775,1118664,-445,42173,2099,1300650,56059885,
2004:Q4,TopPt1,5644229,897772,640789,256982,4746457,340569,91197,601142,484663,116479,256789,239641,17148,1902655,53424,2055,47618,49668,1384911,16430,63231,62523,39030,7483,-1021,17030,708,5580998,112569,
2004:Q4,RemainingTop1,9737617,2452286,2157347,294939,7285331,708169,208994,572344,460338,112006,223759,195097,28663,2627569,195823,35438,364658,305157,1989486,53933,547782,543693,375864,31357,-2378,138850,4089,9189835,1012145,
2004:Q4,Next9,21763233,6386365,5543163,843202,15376868,1545374,490857,619363,477784,141579,345083,305059,40023,3428315,359482,662504,1247453,4509790,2011280,157368,1754957,1747457,1414508,188125,-959,145783,7500,20008277,10128370,
2004:Q4,Next40,23391356,11155840,9515104,1640736,12235516,1768481,400350,344975,250590,94385,108195,76598,31597,1621541,424557,433854,1427832,4087195,1309658,308877,4875436,4866386,3949689,851023,-1400,67074,9050,18515920,45021093,
2004:Q4,Bottom50,4600415,3473487,2611128,862359,1126928,237533,17939,21976,16552,5424,4223,2620,1602,85504,95885,20147,207836,210907,95163,129815,3261803,3259650,2061487,1142131,-682,56714,2153,1338612,56285142,
2005:Q1,TopPt1,5715270,912934,657658,255276,4802336,350681,79173,565708,448271,117437,267967,250467,17500,1914553,55750,2217,49803,60317,1439568,16598,58404,57646,36902,6137,-3128,17735,758,5656866,112955,
2005:Q1,RemainingTop1,9836563,2520336,2216117,304219,7316227,714878,197586,551513,438188,113325,238112,208594,29518,2639052,191142,39801,372690,323469,1993795,54190,545868,541803,384271,31878,-6765,132420,4065,9290695,1016048,
