Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1992:Q2,age70plus,4713630,1461723,1207622,254101,3251907,998452,101505,386186,316179,70007,137329,86648,50681,524169,38771,10682,1539,604165,414160,34950,106484,105072,57837,24164,221,22850,1412,4607147,14604359
1992:Q2,age55to69,9016314,2595939,2083797,512142,6420375,863797,150774,405415,327186,78228,205526,144301,61226,1164714,151763,164099,251723,1927883,1064514,70166,599754,594274,415179,117863,856,60375,5480,8416560,19164451
1992:Q2,age40to54,9101904,3304348,2574323,730025,5797556,668033,135638,352292,288636,63656,81188,61926,19261,856271,147831,237812,496875,1589506,1138332,93778,1526756,1521350,1179308,269847,639,71555,5406,7575149,25848123
1992:Q2,ageunder40,3981223,2239264,1582312,656952,1741959,316463,56364,80974,65526,15448,16998,10899,6099,265689,100650,31059,155777,232980,413840,71165,1489450,1485758,1088919,380457,958,15424,3692,2491773,36057140
1992:Q3,age70plus,4781251,1470037,1211441,258597,3311214,1002876,101310,383992,319345,64647,141648,89078,52570,546408,39794,10807,1080,624916,422506,35878,105529,104121,58237,23509,132,22244,1408,4675722,14678632
1992:Q3,age55to69,9137261,2627831,2106853,520978,6509430,852504,141561,411076,334884,76192,199191,141538,57653,1226680,156934,166036,262049,1953635,1068483,71280,615789,610214,426185,122201,532,61296,5576,8521471,19113443
1992:Q3,age40to54,9328102,3377460,2633357,744103,5950642,673070,135837,363986,306608,57378,85365,65672,19693,893691,150669,245807,517407,1646127,1143212,95471,1561366,1555971,1212560,270429,348,72633,5396,7766736,26060183
1992:Q3,ageunder40,4012500,2260384,1612338,648046,1752116,313099,56674,81501,63067,18434,16537,10797,5740,275797,101368,31034,160922,235803,407180,72202,1504540,1500896,1098896,385794,582,15623,3644,2507960,36065224
1992:Q4,age70plus,4921849,1480732,1217815,262917,3441117,1002860,98621,383482,319135,64346,139677,88642,51036,658909,42290,11438,2446,643215,421361,36817,108613,107153,62124,23429,188,21411,1460,4813236,14750693
1992:Q4,age55to69,9342867,2643798,2116490,527308,6699069,862716,137224,414597,335859,78738,199129,142380,56749,1352043,152848,175541,270417,2003636,1059329,71589,623827,618438,432226,122358,739,63115,5389,8719040,19058289
1992:Q4,age40to54,9599068,3450396,2697997,752399,6148673,689639,132239,361248,302212,59037,91515,71473,20042,998398,156830,255031,530215,1677782,1158310,97467,1602778,1597248,1241616,282331,552,72749,5530,7996290,26283958
1992:Q4,ageunder40,4066239,2270745,1619901,650844,1795494,318814,52179,84676,63482,21194,16034,10410,5624,302994,105373,32444,171017,247585,391278,73102,1521358,1517627,1104937,396651,831,15208,3730,2544881,36068966
1993:Q1,age70plus,5054558,1549921,1278282,271640,3504637,978161,101772,391672,313574,78098,147471,97900,49571,698744,44655,11732,5465,653782,433697,37486,110973,109449,66353,20112,312,22672,1524,4943585,14820630
1993:Q1,age55to69,9437627,2649804,2131668,518136,6787823,845775,142479,421129,326913,94217,202396,146453,55943,1385836,148557,180988,287568,2033833,1067601,71661,618948,613739,430772,113173,1194,68600,5209,8818679,19000402
1993:Q1,age40to54,9684003,3398894,2654514,744380,6285110,677847,134566,363242,292192,71050,98643,78259,20384,1053337,162978,261121,553941,1698628,1181486,99321,1623225,1617548,1261494,281512,1023,73520,5677,8060778,26517839
1993:Q1,ageunder40,4079714,2278100,1605642,672459,1801614,302120,49750,84512,65127,19386,17314,11795,5519,306019,109312,33299,184010,256370,385087,73820,1509040,1505222,1096085,392465,1388,15284,3818,2570674,36068776
1993:Q2,age70plus,5106134,1564468,1287215,277253,3541666,968502,100499,387320,302598,84722,154210,106155,48055,717768,47334,12047,6273,664358,445392,37963,111757,110169,69248,18860,284,21777,1588,4994377,14888536
1993:Q2,age55to69,9513754,2681155,2153359,527795,6832599,845869,140498,412149,308806,103344,205787,150673,55114,1394105,144589,186619,293003,2063779,1074630,71570,626043,621016,438786,110886,1056,70287,5028,8887711,18941304
1993:Q2,age40to54,9875982,3475984,2719189,756795,6399998,684282,132474,354986,276906,78080,105652,84908,20744,1094645,169502,267572,564856,1720158,1204788,101084,1663971,1658143,1293681,289760,1018,73685,5827,8212011,26760088
1993:Q2,ageunder40,4105780,2294926,1620323,674603,1810855,299443,45834,87060,67463,19597,18382,12971,5411,302344,113290,34184,192842,265149,377918,74408,1525811,1521906,1106631,399157,1260,14859,3905,2579970,36065106
1993:Q3,age70plus,5185739,1571846,1290014,281832,3613893,961587,100724,386620,292141,94479,148553,102055,46498,771296,50161,12524,7440,675313,460861,38812,113124,111471,68799,18447,328,23898,1653,5072615,14954504
1993:Q3,age55to69,9649640,2715720,2177078,538642,6933919,849381,140977,407852,292554,115298,204949,150673,54276,1443173,140764,194055,300367,2094532,1086094,71775,642061,637216,447136,111663,1185,77232,4845,9007579,18882520
1993:Q3,age40to54,10121236,3566129,2794706,771423,6555107,694594,131914,350351,262846,87505,110355,89236,21119,1160967,176248,275735,578550,1742818,1230424,103152,1707261,1701282,1323239,301991,1291,74760,5980,8413975,27008970
1993:Q3,ageunder40,4141529,2308392,1634222,674169,1833138,299519,42448,87283,69045,18238,17250,11949,5300,309520,117266,35321,202209,274066,373036,75220,1550504,1546514,1119358,410568,1458,15130,3990,2591025,36058406
1993:Q4,age70plus,5310653,1605089,1314292,290797,3705564,950606,104112,407064,293496,113568,147385,102464,44921,824742,53027,12623,7822,685254,473926,39003,118633,116915,71453,19944,330,25188,1718,5192020,15018628
1993:Q4,age55to69,9800704,2750849,2204766,546083,7049856,848847,146560,431237,296184,135052,205670,152213,53457,1491343,136973,197087,303584,2122863,1094232,71460,656847,652185,452169,116151,1155,82709,4663,9143857,18825571
1993:Q4,age40to54,10342892,3624002,2842179,781822,6718890,700549,134565,364704,261133,103571,115596,94095,21501,1228132,183112,280311,587649,1764381,1255113,104780,1756782,1750647,1352120,321506,1417,75605,6135,8586110,27262748
1993:Q4,ageunder40,4170492,2329050,1645505,683545,1841442,296113,40046,80798,68934,11864,16935,11745,5190,316471,121213,35848,209943,282587,365873,75615,1573250,1569174,1123935,428567,1467,15205,4076,2597242,36049131
1994:Q1,age70plus,5354652,1660385,1360882,299502,3694268,935850,108613,427657,308934,118724,146504,103106,43398,773222,54797,12664,7307,695528,492503,39623,115374,113586,71196,17395,449,24546,1788,5239278,15081000
1994:Q1,age55to69,9838772,2783119,2238508,544611,7055653,844667,153923,467045,323826,143218,206567,153833,52734,1417230,132010,199441,302082,2152236,1108956,71497,657673,653189,455843,110975,1527,84844,4484,9181099,18771981
1994:Q1,age40to54,10428087,3621509,2838636,782873,6806578,702302,138334,383567,273472,110095,120683,98810,21873,1220939,189057,284379,591101,1786763,1282712,106742,1785774,1779478,1376037,325400,2130,75911,6296,8642313,27519687
1994:Q1,ageunder40,4164115,2343514,1644342,699172,1820601,289479,37914,78785,66850,11935,16683,11593,5090,291110,124860,36275,215762,291229,362234,76270,1578008,1573847,1126879,430107,2021,14841,4161,2586107,36037731
1994:Q2,age70plus,5392268,1692974,1385601,307373,3699294,916371,108128,451215,327307,123909,141511,99729,41781,744862,56783,12477,8415,705213,514363,39955,120159,118297,75454,18177,582,24083,1862,5272109,15141714
1994:Q2,age55to69,9914248,2823332,2271842,551489,7090917,835872,153313,510117,358529,151589,205578,153620,51959,1370828,127331,199199,309310,2180616,1127427,71325,667991,663682,461133,113319,1919,87311,4308,9246258,18723274
1994:Q2,age40to54,10587643,3677194,2883774,793420,6910449,698495,137091,405386,288574,116812,124535,102270,22265,1229105,195249,286195,605543,1808437,1311897,108516,1835919,1829459,1407661,342475,3048,76275,6461,8751724,27778050
1994:Q2,ageunder40,4160277,2356577,1649246,707332,1803700,278757,34326,75316,63415,11901,15755,10774,4981,273212,128522,36332,224639,299642,360458,76742,1596900,1592654,1130868,444609,2657,14520,4245,2563378,36024658
1994:Q3,age70plus,5445813,1695309,1381772,313537,3750504,908152,111702,454554,330441,124113,138093,97966,40127,765141,62145,12582,10465,715563,531181,40926,123827,121893,78884,19460,608,22942,1934,5321986,15200863
1994:Q3,age55to69,10033642,2852459,2288947,563512,7181183,840114,159230,521950,365793,156158,205187,153995,51192,1381896,126251,202342,321670,2211200,1139670,71671,678917,674786,467063,117149,1934,88640,4131,9354725,18680973
1994:Q3,age40to54,10835934,3773755,2963359,810396,7062180,709017,139913,408413,288172,120241,128524,105860,22664,1273406,204580,290967,626772,1831190,1338628,110769,1887830,1881206,1439377,361929,3461,76439,6624,8948104,28036101
1994:Q3,ageunder40,4187629,2368632,1659563,709069,1818997,278602,31860,77529,62989,14540,15122,10252,4870,270323,132961,36853,235342,308303,354503,77600,1618802,1614473,1136221,461416,2787,14050,4329,2568826,36010364
1994:Q4,age70plus,5502850,1708702,1390024,318677,3794149,898314,118039,496267,359487,136780,135289,97034,38255,747588,63731,12265,8773,724481,547878,41524,133959,131953,83531,22561,742,25119,2006,5368892,15258539
1994:Q4,age55to69,10130242,2867238,2296723,570515,7263005,843282,169588,596536,425645,170891,204960,154711,50250,1349692,121246,200692,314213,2239206,1151834,71756,699184,695229,472256,124979,2280,95714,3955,9431058,18646600
1994:Q4,age40to54,11016486,3831771,3009799,821972,7184715,717912,145470,445946,313489,132457,132577,109472,23106,1288713,210500,291392,622556,1851677,1365215,112757,1949066,1942278,1471360,388707,4652,77559,6789,9067419,28292103
1994:Q4,ageunder40,4175381,2378223,1665250,712972,1797159,277225,30050,64991,54880,10110,14619,9884,4735,256178,136462,36687,238335,316417,347968,78226,1646408,1641996,1139296,484921,3461,14318,4412,2528973,35995302
1995:Q1,age70plus,5619956,1733085,1406063,327022,3886871,894140,124253,486136,346823,139313,134233,97651,36582,815663,67400,12496,12048,736223,561095,43185,131427,129336,84948,20503,805,23080,2091,5488529,15314836
1995:Q1,age55to69,10281809,2881999,2303722,578277,7399810,853478,179806,578625,400832,177794,205793,156229,49564,1417071,118463,205417,333442,2274923,1160108,72685,697194,693404,474701,120730,2378,95595,3790,9584615,18621679
1995:Q1,age40to54,11251049,3872808,3039310,833499,7378241,734480,150849,434733,296927,137806,136932,113434,23498,1370470,218364,297475,652989,1876324,1390095,115529,1980272,1973306,1495134,395226,5499,77446,6965,9270777,28544321
1995:Q1,ageunder40,4223143,2388007,1666108,721899,1835136,281365,28109,70782,59461,11321,14407,9780,4627,267630,140436,37407,251471,325598,338441,79490,1647683,1643187,1137651,488088,3795,13653,4497,2575459,35979922
1995:Q2,age70plus,5706877,1712618,1385052,327566,3994259,893219,132656,471899,343790,128109,131877,97013,34865,889273,72076,13218,15096,754446,575657,44843,131471,129291,84528,21244,938,22582,2180,5575406,15369848
1995:Q2,age55to69,10465301,2898478,2308385,590093,7566823,868153,193593,570746,396531,174215,205994,157106,48888,1490398,116752,215858,351601,2309758,1170328,73642,711527,707899,482615,124443,2661,98181,3628,9753774,18607733
1995:Q2,age40to54,11576601,3985889,3134401,851488,7590712,755825,158326,423885,290170,133715,140697,116805,23892,1456699,227190,308688,682214,1903528,1415365,118297,2030152,2023008,1524644,413562,7046,77756,7144,9546449,28791019
1995:Q2,ageunder40,4278978,2395655,1680470,715185,1883323,288878,26597,81287,60692,20596,13999,9483,4517,280438,144627,38917,264115,334312,329409,80744,1673356,1668775,1147049,503878,4517,13331,4581,2605622,35964678
1995:Q3,age70plus,5823208,1693075,1364164,328911,4130133,881487,137042,479216,341881,137334,129120,95998,33123,984023,74651,13600,19442,771612,595834,44107,139111,136842,87784,22883,1048,25127,2269,5684097,15423666
1995:Q3,age55to69,10606263,2842237,2243578,598659,7764026,871814,201101,581828,394813,187015,206026,157784,48242,1587180,112971,222520,376781,2343473,1187492,72838,732209,728740,490437,129406,2846,106051,3468,9874054,18606286
1995:Q3,age40to54,11835009,4016264,3151250,865014,7818745,763382,161771,428539,284558,143981,144130,119849,24281,1559080,234075,316345,720814,1928665,1442666,119280,2087974,2080651,1557795,435293,8642,78920,7324,9747035,29030460
1995:Q3,ageunder40,4283951,2366585,1654145,712440,1917366,286598,24052,79407,61522,17886,13545,9138,4406,299093,148299,39874,279399,342597,323939,80564,1699836,1695170,1154321,522017,5161,13671,4665,2584116,35950021
1995:Q4,age70plus,5983945,1715079,1385667,329411,4268866,886436,139367,504497,341101,163396,137066,103938,33128,1060359,74840,13970,19799,799300,588355,44877,141948,139654,86423,26771,1386,25074,2295,5841997,15476364
1995:Q4,age55to69,10896026,2873090,2263826,609264,8022936,879029,214092,608419,397383,211035,209385,162021,47364,1718837,114610,229421,394502,2381510,1199379,73752,755923,752420,502648,145131,3865,100776,3503,10140103,18618311
1995:Q4,age40to54,12074966,4053896,3175052,878844,8021070,766082,169027,446567,283191,163376,149816,126336,23480,1652510,238368,317129,757295,1943375,1460328,120573,2126191,2118793,1570740,453937,11931,82186,7398,9948776,29261532
1995:Q4,ageunder40,4367672,2376489,1664702,711787,1991183,291309,27256,64258,61424,2833,15806,11545,4261,334048,152388,40571,293882,342174,348470,81022,1728396,1723670,1160698,542322,7248,13402,4726,2639276,35936192
1996:Q1,age70plus,6083684,1763099,1430043,333056,4320584,900051,148147,492553,326754,165799,140343,107266,33077,1085390,73286,14361,19891,825924,575842,44796,145948,143634,85306,24839,1015,32474,2314,5937736,15527933
1996:Q1,age55to69,11110759,2920158,2299282,620876,8190601,896303,238333,590994,374015,216978,209884,163430,46454,1793873,114588,236680,411302,2418341,1206226,74077,783228,779691,521234,147504,2855,108097,3537,10327531,18642591
1996:Q1,age40to54,12245534,4081690,3189166,892524,8163844,780201,182861,435761,269322,166439,153698,131037,22662,1707526,241012,318079,792316,1955597,1475584,121207,2145885,2138419,1593227,449346,8231,87615,7466,10099649,29485617
1996:Q1,ageunder40,4458719,2388158,1672170,715988,2070561,303839,32178,66501,64140,2361,17470,13363,4108,353802,156060,41298,307972,341292,369172,80977,1744234,1739448,1179092,540519,5110,14727,4787,2714485,35922588
1996:Q2,age70plus,6156580,1780260,1450701,329558,4376320,899184,140426,514107,339329,174778,135497,102520,32977,1117418,72919,14673,18229,852347,566717,44804,152979,150639,88834,26752,1336,33718,2339,6003601,15578342
1996:Q2,age55to69,11338085,2963096,2330079,633018,8374989,898035,236303,630421,402807,227615,206349,160836,45513,1877162,115834,243159,419732,2455855,1217625,74515,807063,803486,536894,157689,3855,105049,3577,10531022,18677359
1996:Q2,age40to54,12438687,4145887,3237845,908042,8292799,775243,180552,453991,280149,173841,154862,133034,21828,1768231,244773,318196,816105,1966838,1492126,121885,2186670,2179132,1616626,459951,11265,91291,7538,10252017,29704722
1996:Q2,ageunder40,4515201,2390381,1682183,708198,2124820,303031,33254,61231,61231,0,17900,13952,3948,375254,160017,41897,318933,340277,392043,80985,1768709,1763861,1189855,552188,7092,14726,4848,2746492,35908392
1996:Q3,age70plus,6173271,1810448,1480931,329517,4362823,903727,140787,506463,346205,160259,132299,99440,32859,1092478,74543,14905,17373,878360,556370,45519,159974,157612,92788,28557,1456,34810,2362,6013297,15627562
1996:Q3,age55to69,11497851,3003678,2357364,646314,8494173,906112,248091,642408,421551,220857,203726,159157,44569,1895978,119141,248811,432791,2493424,1228170,75521,830598,826980,553284,167627,4286,101783,3618,10667253,18720848
1996:Q3,age40to54,12580902,4202700,3278932,923767,8378202,777519,186431,451025,285736,165289,156867,135891,20976,1784432,250442,317480,845931,1976934,1508057,123085,2226865,2219257,1641669,470248,12411,94929,7608,10354038,29920853
1996:Q3,ageunder40,4577946,2396442,1690865,705577,2181504,307087,36413,66953,59254,7700,18712,14927,3785,379619,164449,42363,331640,339052,413808,81408,1792564,1787656,1201620,563415,7929,14691,4909,2785382,35892792
1996:Q4,age70plus,6333354,1868531,1536861,331671,4464823,903654,143106,507928,353553,154376,149386,116633,32752,1138849,76458,13565,26694,900800,558403,45981,167201,164818,94312,31137,1170,38199,2383,6166153,15675563
1996:Q4,age55to69,11782828,3032992,2379085,653906,8749837,909425,263785,662288,442102,220186,209616,165971,43645,1996276,122798,236202,496038,2523618,1253421,76370,858589,854931,569167,179977,3472,102315,3658,10924240,18771290
1996:Q4,age40to54,12782996,4204542,3273088,931453,8578455,773926,194476,454174,291751,162423,165527,145427,20100,1857230,256432,300338,941480,1981129,1529650,124093,2263373,2255698,1662617,484296,9522,99263,7675,10519623,30136016
1996:Q4,ageunder40,4688541,2410969,1700071,710899,2277571,307036,40197,69056,56964,12092,23225,19603,3622,404647,168938,40284,362096,336475,443941,81677,1817304,1812335,1212535,578467,6198,15134,4969,2871237,35874971
1997:Q1,age70plus,6331824,1908871,1575013,333857,4422953,905844,147918,448996,334007,114989,140976,108428,32548,1126938,76979,13991,22634,927073,564951,46653,171244,168886,97726,28518,1563,41079,2358,6160579,15722315
1997:Q1,age55to69,11886533,3066582,2400940,665642,8819950,915459,284332,597678,406817,190861,204621,161995,42626,2029572,125109,244191,494007,2563306,1284274,77401,870139,866470,581044,178672,4762,101992,3669,11016394,18826920
1997:Q1,age40to54,12850130,4228902,3284761,944140,8621228,773508,205234,407894,273206,134688,166461,147233,19228,1883683,261152,301754,951522,1991104,1553650,125266,2280239,2272537,1679821,475877,13358,103481,7703,10569890,30352217
1997:Q1,ageunder40,4778958,2416277,1702873,713404,2362680,308960,44756,95891,61374,34516,23434,19988,3447,412101,173074,41055,369253,335236,476860,82061,1815220,1810198,1214858,571108,8768,15464,5022,2963737,35854115
1997:Q2,age70plus,6623000,1929054,1600892,328163,4693946,909651,140134,451289,330361,120928,146517,113941,32575,1351420,79295,15541,32174,956368,564185,47373,179496,177160,100651,29455,1731,45324,2335,6443505,15767788
1997:Q2,age55to69,12414990,3113574,2436368,677206,9301416,923424,284153,604173,404557,199616,204942,163100,41842,2336578,129256,265480,557556,2610392,1306975,78487,896285,892603,596716,186640,5380,103867,3682,11518705,18885971
1997:Q2,age40to54,13296269,4298451,3340008,958443,8997818,775439,203567,409598,269312,140286,171591,153309,18282,2101008,267656,314919,1047130,2005753,1574666,126491,2316708,2308975,1702730,483032,15069,108143,7733,10979561,30571463
1997:Q2,ageunder40,4930946,2421055,1717901,703153,2509892,312216,46190,93792,61732,32059,26296,22999,3297,489501,177612,43632,398814,335012,504364,82463,1834536,1829460,1224490,578910,9991,16069,5076,3096411,35829409
1997:Q3,age70plus,6814124,1948084,1622080,326004,4866040,915447,141272,455344,325074,130270,144646,111974,32672,1471851,81462,16667,39248,984446,566894,48765,190871,188558,105156,30608,1066,51728,2313,6623253,15811953
1997:Q3,age55to69,12818407,3155800,2464154,691646,9662607,933650,299607,610444,399056,211388,202357,161238,41119,2523749,133283,281817,608789,2654947,1333877,80087,930519,926823,618845,195499,3300,109180,3696,11887887,18946675
1997:Q3,age40to54,13654046,4370612,3394926,975686,9283434,780222,211095,412585,264055,148529,174905,157606,17299,2235523,274111,323526,1126751,2018645,1597820,128250,2360301,2352536,1739001,491611,8447,113476,7765,11293745,30795760
1997:Q3,ageunder40,5052422,2428817,1732158,696659,2623605,317054,50033,90152,62311,27841,28011,24858,3153,535754,182080,45491,423591,334277,533923,83240,1862325,1857196,1246279,588087,5726,17104,5128,3190098,35800038
1997:Q4,age70plus,6955139,2020603,1690490,330113,4934535,925113,142743,456424,338679,117745,152451,119860,32591,1484127,80709,16509,34428,1008918,584742,48371,202846,200552,112282,33135,1645,53490,2294,6752293,15854780
1997:Q4,age55to69,13065958,3204592,2505061,699531,9861366,948133,316154,635563,431840,203723,202307,162101,40206,2587535,134403,283135,604017,2691301,1378465,80353,950960,947248,629018,206026,5244,106960,3712,12114998,19007266
1997:Q4,age40to54,13783571,4375392,3392273,983119,9408178,790313,219206,415908,275707,140201,180927,164582,16345,2286679,277885,319137,1134230,2026206,1629008,128679,2404937,2397135,1760604,504997,14001,117533,7801,11378634,31027113
1997:Q4,ageunder40,5151837,2447663,1742464,705198,2704174,324973,54070,94166,59287,34879,31737,28750,2987,549782,185822,45303,429675,332194,573480,82971,1876325,1871145,1244455,600007,9500,17182,5181,3275512,35765188
1998:Q1,age70plus,7317582,2054251,1725889,328362,5263331,922539,151454,460239,324763,135476,164062,131612,32450,1751322,81289,17942,45525,1043572,576685,48702,211388,209159,119505,30681,1776,57197,2229,7106194,15896238
1998:Q1,age55to69,13675708,3266174,2553720,712454,10409533,949069,345581,631432,408317,223115,202367,163149,39218,2942654,136860,303129,673628,2750768,1392884,81160,964398,960702,642789,204322,5758,107833,3697,12711309,19065977
1998:Q1,age40to54,14301404,4456437,3457539,998898,9844967,785020,234862,418056,262956,155100,187711,172320,15391,2538588,283056,330954,1238620,2050095,1648307,129698,2431839,2424041,1789382,497114,15324,122221,7798,11869565,31267531
1998:Q1,ageunder40,5317630,2462869,1762522,700346,2854762,322645,60093,88090,61588,26502,36420,33608,2812,638703,189832,47610,459715,333615,594930,83108,1875037,1869812,1249768,591927,10469,17648,5225,3442593,35724044
1998:Q2,age70plus,7460621,2114325,1785407,328918,5346295,920504,148434,500790,337275,163515,168959,136669,32289,1768951,81614,18882,41272,1066192,582321,48376,220895,218607,122401,33054,1646,61506,2288,7239726,15936298
1998:Q2,age55to69,14002334,3353015,2627852,725163,10649318,950422,355343,690349,439172,251178,199786,161594,38192,3013385,139050,317316,671746,2807382,1423078,81461,998885,995119,663687,216432,5381,109618,3766,13003449,19121042
1998:Q2,age40to54,14574277,4547995,3533608,1014387,10026282,780882,238998,451549,273751,177798,193206,178778,14428,2598739,288124,337851,1251303,2080157,1675217,130255,2485460,2477549,1824424,512054,13904,127167,7911,12088818,31519018
1998:Q2,ageunder40,5393537,2490418,1791178,699240,2903120,320785,63145,71049,58820,12228,40131,37498,2633,653816,193729,49117,466630,336517,625350,82851,1908504,1903218,1269190,606204,9598,18226,5286,3485033,35675791
1998:Q3,age70plus,7179258,2107236,1783280,323956,5072022,920074,159274,513316,361699,151617,190065,157839,32226,1461348,79076,18267,20903,1083779,576919,49001,226574,224520,126627,34636,1791,61466,2054,6952684,15974931
1998:Q3,age55to69,13821449,3408790,2662153,746637,10412659,953282,389171,743426,499019,244407,199824,162585,37239,2704497,138338,313147,596520,2851950,1440046,82458,1023208,1019575,683122,226072,5945,104436,3633,12798241,19170692
1998:Q3,age40to54,14564793,4740980,3697267,1043713,9823812,779283,257353,465902,295444,170458,201189,187767,13422,2397582,290567,329405,1170021,2103394,1697514,131602,2538279,2530522,1860658,523567,15370,130926,7758,12026513,31783581
1998:Q3,ageunder40,5354600,2508980,1826556,682424,2845620,320206,69864,71629,52125,19504,47073,44611,2462,572084,196892,48195,451086,337589,647881,83120,1936077,1930772,1285749,616443,10653,17927,5305,3418523,35619614
1998:Q4,age70plus,7731820,2197724,1863451,334273,5534096,951239,173914,484095,357236,126859,187708,154311,33397,1869614,85616,18102,49615,1079077,587687,47431,230855,229225,127854,36837,2286,62249,1630,7500966,16012240
1998:Q4,age55to69,14537066,3468499,2722147,746353,11068567,977014,408457,706559,490297,216262,201021,164080,36941,3143083,145720,326741,722834,2887159,1467617,82363,1045471,1042131,698632,230101,7096,106301,3340,13491595,19213941
1998:Q4,age40to54,15261590,4803888,3749495,1054393,10457703,815885,278146,438081,298469,139612,201643,187328,14315,2706835,302973,356342,1315721,2194947,1713458,133672,2606506,2599080,1906973,543126,17969,131013,7426,12655084,32062213
1998:Q4,ageunder40,5545336,2556461,1857716,698745,2988875,337787,73077,82106,50618,31488,42342,40072,2270,692042,200418,49667,471932,340051,616225,83229,1980853,1975633,1315131,631208,11975,17318,5220,3564483,35555227
1999:Q1,age70plus,7782050,2218129,1882077,336052,5563922,952005,188193,488772,335551,153220,186558,151893,34664,1894424,86633,16636,58661,1068929,577355,45756,231963,229889,127870,35756,2400,63863,2074,7550087,16048864
1999:Q1,age55to69,14610330,3501498,2748992,752507,11108832,967105,427566,680442,444558,235884,202253,165500,36753,3137769,147524,324955,760006,2909653,1469395,82164,1057417,1053772,711659,225670,6976,109467,3646,13552913,19252910
1999:Q1,age40to54,15572399,4948980,3872496,1076484,10623418,813711,299006,434475,285015,149460,202199,187014,15185,2710301,310174,370614,1348705,2280165,1718368,135700,2652765,2644855,1948315,548422,16721,131397,7910,12919634,32351855
1999:Q1,ageunder40,5510827,2582000,1885772,696227,2928827,331045,76242,71912,53129,18783,38091,35998,2094,698141,202595,49119,466431,340614,571384,83253,2005259,1999996,1339793,632550,10773,16879,5263,3505568,35484460
1999:Q2,age70plus,8084016,2292473,1946940,345534,5791543,949521,183179,464224,318771,145453,187357,151642,35715,2117264,89889,15747,71414,1060367,608236,44344,240960,238871,127708,36885,2745,71533,2088,7843056,16085576
1999:Q2,age55to69,14979696,3575614,2818500,757114,11404081,953628,413875,636254,412356,223898,203572,167195,36377,3361766,151558,330206,815530,2935807,1519735,82151,1089011,1085357,728373,227167,7569,122249,3654,13890685,19290502
1999:Q2,age40to54,16048444,5077295,3982311,1094984,10971149,807412,299950,409905,275404,134501,203181,187065,16116,2876467,319714,391461,1408733,2369851,1746511,137964,2719757,2711765,1996368,564187,17554,133656,7992,13328687,32648434
1999:Q2,ageunder40,5594098,2622946,1915733,707213,2971152,321814,74421,75116,53452,21664,34456,32555,1901,762156,205232,49477,467838,341717,555519,83406,2048335,2043093,1371242,643343,10887,17622,5242,3545763,35409674
1999:Q3,age70plus,8044377,2328337,1976966,351371,5716040,960892,191116,452928,309333,143595,200687,163761,36926,1987442,88019,13182,68366,1046250,662525,44634,248178,246090,131475,39122,2590,72903,2088,7796199,16123148
1999:Q3,age55to69,14914963,3639814,2871515,768299,11275149,955240,422773,613646,396000,217647,208114,171940,36174,3182420,150464,314816,796280,2949527,1598435,83435,1113730,1110078,747502,230774,6785,125017,3652,13801233,19329617
1999:Q3,age40to54,16235199,5268374,4144910,1123464,10966824,819029,314465,397172,272092,125080,206674,189669,17005,2759371,324278,393772,1368927,2451964,1789531,141640,2797045,2788984,2055645,584565,14746,134027,8062,13438153,32947879
1999:Q3,ageunder40,5577697,2667348,1959779,707568,2910349,323410,75986,73781,52287,21494,33217,31488,1729,722510,206681,47178,445796,340902,556370,84519,2095261,2090043,1406636,657434,8840,17133,5218,3482436,35333226
1999:Q4,age70plus,8713038,2398089,2038278,359811,6314949,985482,214262,388312,320695,67617,228708,190700,38008,2506936,101509,14037,89076,1043617,679762,63249,275522,273166,141259,42244,2692,86972,2355,8437517,16162352
1999:Q4,age55to69,15754759,3691670,2919219,772451,12063089,971174,458218,548754,419645,129110,216509,180634,35875,3747951,164763,342150,891941,2990265,1632796,98567,1148143,1144310,755672,233893,6763,147982,3834,14606615,19373158
1999:Q4,age40to54,17106107,5385204,4243632,1141571,11720903,847875,345602,349784,288471,61314,213466,195541,17925,3171193,344171,435608,1487340,2554107,1811524,160233,2873960,2865577,2106744,606673,14072,138088,8383,14232147,33246116
1999:Q4,ageunder40,5819939,2712135,1994876,717260,3107804,335173,81531,87448,48525,38923,34631,33082,1550,872200,211511,50325,461888,344032,533164,95902,2123823,2118594,1420588,670811,8121,19073,5229,3696116,35257477
2000:Q1,age70plus,8953166,2471946,2101838,370108,6481221,1001624,229684,350602,297071,53531,232815,194549,38267,2680785,104225,13174,99316,1034319,671567,63107,298962,296893,152393,42094,3017,99388,2069,8654204,16203962
2000:Q1,age55to69,16089478,3802759,3018790,783970,12286719,978072,480681,482353,376972,105381,218446,183602,34845,3919568,168331,348419,938270,3016671,1636313,99594,1165813,1162173,758671,227835,7315,168352,3639,14923666,19424026
