Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2007:Q4,age55to69,31031234,8847754,7447641,1400113,22183480,2087216,856464,921317,645548,275769,468605,438111,30494,5781291,421627,629690,2008117,5299234,3443716,266203,3400893,3392340,2565811,562299,16080,248150,8553,27630341,26519950
2007:Q4,age40to54,26359392,9624599,8133239,1491360,16734793,1717981,491159,695405,484835,210570,278604,254062,24542,3971664,411571,699597,1862716,3546507,2810031,249558,5508281,5499568,4455500,936959,20354,86756,8713,20851111,36390681
2007:Q4,ageunder40,8204401,4833320,3820215,1013105,3371080,560097,98989,72223,54453,17770,59610,56005,3604,702275,158441,63292,368382,340057,803032,144683,4228586,4225071,3200848,1001544,10660,12019,3516,3975814,35562983
2008:Q1,age70plus,13563220,4321204,3731707,589497,9242016,1518628,508499,767279,541264,226015,406876,374753,32123,2686422,210719,22332,122777,1500443,1320116,177925,656711,652068,374118,108056,4619,165275,4643,12906509,17815031
2008:Q1,age55to69,30542586,8711618,7293648,1417970,21830969,2166499,967698,958001,667940,290061,513118,483544,29573,5356209,419884,613922,1901322,5400221,3262469,271624,3456682,3447693,2596310,554686,19688,277008,8989,27085905,26673673
2008:Q1,age40to54,25703058,9420809,7913508,1507301,16282249,1778784,537193,704135,485474,218661,268571,245174,23397,3722486,410590,673321,1742458,3517047,2676042,251621,5579725,5570581,4509955,941908,22739,95979,9145,20123332,36426252
2008:Q1,ageunder40,7833145,4627924,3619314,1008610,3205220,577462,105752,71864,57573,14291,70641,67178,3463,616134,157004,61222,342807,343101,714990,144244,4197713,4194224,3169740,997358,11724,15403,3489,3635432,35460123
2008:Q2,age70plus,13364420,4226864,3626602,600262,9137557,1492291,489070,796138,582212,213925,386369,349793,36575,2575135,212735,22154,132477,1524884,1324328,181976,679539,674738,415582,113578,4010,141567,4801,12684882,17854887
2008:Q2,age55to69,30369240,8582102,7148340,1433761,21787138,2145785,942872,1039223,756867,282356,544723,511197,33526,5158449,425262,613452,1897999,5512225,3231581,275567,3406071,3396935,2582927,557608,15882,240518,9136,26963169,26817324
2008:Q2,age40to54,25285809,9296701,7773536,1523166,15989108,1735310,516431,730049,520526,209524,252660,231089,21571,3595509,414828,657935,1730401,3493714,2609795,252476,5638181,5628901,4556393,955483,15642,101384,9280,19647628,36451790
2008:Q2,ageunder40,7524816,4442619,3451066,991553,3082197,538042,98154,71931,56221,15710,67552,63757,3795,573202,156336,60534,339791,347396,686218,143042,4102574,4099135,3084381,993784,8014,12956,3439,3422243,35349570
2008:Q3,age70plus,12972539,4178355,3561004,617351,8794184,1526730,486807,862579,622539,240040,375031,333226,41805,2159257,211176,21476,123699,1546467,1291636,189324,706462,701706,413784,114105,7522,166295,4756,12266077,17901203
2008:Q3,age55to69,29755192,8475032,7031752,1443281,21280160,2211003,951749,1167040,851080,315960,577102,538807,38296,4539713,426002,605730,1765372,5613751,3140289,282409,3501011,3491903,2604808,557565,28697,300833,9107,26254181,26954649
2008:Q3,age40to54,24534307,9100683,7570363,1530321,15433623,1781130,512358,786725,554476,232249,237394,217986,19408,3240305,415644,637142,1586558,3464019,2516749,255599,5673127,5663892,4552198,971040,28452,112201,9235,18861180,36467338
2008:Q3,ageunder40,7147318,4265074,3278293,986781,2882244,547543,94302,61319,53793,7526,65791,61596,4195,458683,155163,59228,309736,350541,636613,143325,4078793,4075416,3041052,1001102,14192,19070,3378,3068525,35235064
2008:Q4,age70plus,12221208,4131417,3504871,626547,8089791,1584223,540929,943670,695642,248028,190606,146362,44244,1525533,207415,18499,102767,1562640,1216916,196593,643772,638403,419584,114800,8376,95643,5368,11577436,17953705
2008:Q4,age55to69,28773662,8381570,6942381,1439189,20392091,2308893,1075078,1356609,1026550,330059,562301,522291,40010,3590897,423858,565092,1542830,5698190,2979249,289094,3373478,3363846,2607562,555473,30568,170243,9632,25400184,27089390
2008:Q4,age40to54,23490057,8868502,7344444,1524058,14621554,1859847,563458,859434,619802,239632,208230,190477,17753,2694036,414308,593450,1354695,3424006,2391589,258502,5667271,5657522,4538813,976497,27538,114674,9749,17822786,36472940
2008:Q4,ageunder40,6667467,4080382,3103929,976453,2587085,574988,102149,45791,42106,3684,37402,33102,4300,296362,153697,55115,262043,351815,564219,143505,3996472,3993120,2974107,997019,13554,8441,3352,2670994,35120346
2009:Q1,age70plus,11905282,4077260,3443956,633304,7828022,1571302,532589,1024587,717789,306798,140607,92750,47857,1308042,209007,18899,103763,1573445,1147407,198375,623861,618648,421454,108420,7409,81365,5213,11281421,18012121
2009:Q1,age55to69,28295449,8276224,6839037,1437187,20019225,2304573,1070614,1492690,1095873,396817,573936,530958,42978,3214726,428349,573194,1479393,5766342,2824707,290701,3358205,3348698,2636303,533583,25927,152884,9507,24937244,27225293
2009:Q1,age40to54,22804628,8662558,7142080,1520479,14142069,1832460,552764,922028,634952,287076,189242,173465,15776,2460270,417639,583125,1284685,3373889,2268685,257283,5659791,5650189,4548359,958654,20156,123019,9602,17144837,36468642
2009:Q1,ageunder40,6296630,3903327,2942240,961087,2393303,545623,97086,41085,41085,0,29740,25223,4518,234226,152954,55228,247734,351306,497200,141121,3938914,3935629,2940471,977484,9847,7827,3285,2357715,35009157
2009:Q2,age70plus,12153502,4011759,3371937,639822,8141743,1571026,503184,919690,614837,304852,142731,91295,51435,1786561,214504,22305,134177,1595054,1050762,201751,646146,641511,444630,108637,9297,78946,4636,11507356,18076175
2009:Q2,age55to69,28719551,8173098,6730653,1442445,20546453,2318200,1022281,1277877,877085,400792,599392,553499,45893,3854185,437746,623727,1630950,5865141,2623195,293759,3359233,3350207,2633497,525517,31642,159551,9026,25360318,27366101
2009:Q2,age40to54,22854045,8544597,7020174,1524423,14309448,1822778,521261,816624,530696,285928,176039,162283,13756,2803053,424281,599756,1427163,3339171,2122234,257087,5679034,5669939,4562415,952772,23304,131448,9095,17175011,36454488
2009:Q2,ageunder40,6205316,3763847,2822022,941825,2441468,526464,87939,67216,67216,0,30131,25405,4726,330227,152736,58895,276714,353975,417700,139473,3856714,3853516,2871032,961947,11188,9349,3198,2348602,34905236
2009:Q3,age70plus,12667326,3958434,3316604,641830,8708891,1568822,464223,950930,676049,274882,148397,93506,54891,2290177,220746,26056,167438,1617873,1047521,206710,652930,648409,450119,109155,11635,77500,4521,12014395,18145596
2009:Q3,age55to69,29693326,8110275,6664517,1445759,21583051,2329046,953538,1401916,1026390,375526,625447,576779,48668,4506703,448157,678072,1796013,5968140,2577717,298302,3379945,3371008,2641889,522145,38682,168292,8937,26313381,27515558
2009:Q3,age40to54,23143855,8466623,6940111,1526512,14677233,1809214,480351,844160,581506,262654,163865,152136,11729,3137150,431364,616354,1581417,3304720,2050746,257892,5687768,5678790,4549118,962566,27299,139807,8978,17456087,36430521
2009:Q3,ageunder40,6150774,3633341,2716175,917166,2517433,505938,77208,61084,61084,0,31046,26129,4917,430795,152637,62777,308212,356933,392251,138553,3804198,3801062,2812302,964845,12877,11038,3136,2346576,34812326
2009:Q4,age70plus,12821928,3988046,3325948,662098,8833881,1618161,443347,892355,662881,229473,143500,85073,58427,2413334,225306,28909,186360,1636336,1031987,214286,678076,674388,471576,110459,13337,79015,3688,12143852,18220110
2009:Q4,age55to69,29978507,8113347,6660304,1453043,21865161,2415627,921576,1341405,1009812,331593,646756,595223,51533,4625675,456612,719442,1859784,6060276,2512681,305327,3389614,3381377,2638608,516373,43395,183001,8237,26588893,27677408
2009:Q4,age40to54,22971546,8344328,6816811,1527517,14627218,1869838,457059,788837,562571,226267,150964,141316,9648,3175975,436735,622463,1633036,3261938,1969965,260408,5705566,5697312,4553281,967241,28813,147978,8254,17265980,36396785
2009:Q4,ageunder40,6068544,3531679,2614204,917474,2536865,525121,70337,70757,67958,2800,30303,25191,5111,444526,152372,65497,319012,358562,361558,138821,3733866,3730828,2743288,960945,13387,13209,3038,2334678,34734166
2010:Q1,age70plus,13184144,3998494,3329151,669342,9185650,1613489,394110,961478,694698,266780,139729,78445,61284,2630957,226588,31333,206447,1681894,1087663,211963,705689,701068,492651,107537,21662,79218,4621,12478455,18299443
2010:Q1,age55to69,30685248,8155506,6700569,1454937,22529742,2424193,830058,1478593,1099738,378855,667214,613540,53673,4875901,461170,754823,1931264,6232716,2570441,303369,3380903,3371856,2612173,494526,69878,195280,9047,27304345,27855395
2010:Q1,age40to54,23017271,8283363,6758695,1524668,14733908,1850293,406200,841248,584754,256494,138946,131186,7760,3280876,439027,622926,1690013,3259398,1949190,255791,5692296,5683281,4524428,950995,51731,156127,9015,17324975,36353326
2010:Q1,ageunder40,5987587,3427966,2526111,901855,2559621,502696,58422,66462,66462,0,29758,24520,5238,479150,151772,67660,331145,368258,369584,134714,3627823,3624788,2646209,939999,23432,15147,3035,2359764,34674498
2010:Q2,age70plus,13076229,4018461,3343594,674867,9057768,1609599,368747,991513,750286,241227,139404,76138,63266,2371136,221502,31806,201691,1708996,1200736,212638,736291,731319,521589,109548,23780,76403,4972,12339938,18383323
2010:Q2,age55to69,30673727,8184460,6731413,1453047,22489267,2434981,787619,1615326,1258515,356811,688223,633331,54892,4472279,457997,764304,1838365,6398388,2727465,304320,3373190,3363825,2598204,488286,75426,201910,9365,27300537,28053264
2010:Q2,age40to54,22561702,8218637,6701687,1516950,14343065,1831055,378640,864253,628105,236147,128179,122027,6152,3039033,435617,606212,1584421,3247757,1974695,253204,5701497,5692221,4524927,950274,52667,164353,9276,16860205,36300187
2010:Q2,ageunder40,5811721,3343999,2457952,886047,2467722,481243,51393,58384,58384,0,29787,24505,5281,408212,150495,67694,310479,370469,407541,132024,3541659,3538657,2568137,930345,23568,16607,3002,2270062,34637062
2010:Q3,age70plus,13644646,4054026,3373643,680383,9590620,1628670,366203,946303,770280,176023,142341,76908,65432,2780427,229280,35987,232133,1746521,1268290,214465,750266,746340,538689,112670,23448,71533,3927,12894380,18471475
2010:Q3,age55to69,31772732,8188336,6731010,1457326,23584395,2481167,793035,1614848,1330407,284441,710866,654523,56343,4993192,471367,823429,1980513,6599350,2810097,306532,3366741,3358240,2591821,488417,73106,204897,8501,28405991,28274757
2010:Q3,age40to54,22782643,8119273,6604999,1514274,14663370,1843858,373183,819813,638043,181769,118158,113662,4496,3278604,443221,616857,1705003,3250131,1963218,251326,5696392,5688009,4505110,964786,45421,172692,8384,17086251,36237413
2010:Q3,ageunder40,5847204,3249320,2380938,868381,2597884,477243,48712,70744,58252,12492,30304,24960,5344,484660,150888,71636,336197,375868,421708,129926,3474813,3471909,2496134,937854,20146,17774,2904,2372391,34625599
2010:Q4,age70plus,14151435,4028828,3339745,689083,10122608,1645797,404210,1019162,730304,288858,177577,115902,61675,3071903,232961,38586,250255,1790143,1275603,216411,768861,764199,535614,126130,22833,79621,4662,13382574,18563655
2010:Q4,age55to69,32522175,8172590,6707680,1464910,24349585,2462833,876427,1585684,1174078,411606,688517,633754,54763,5413698,483455,862950,2086825,6754655,2824429,310112,3403996,3394665,2571321,529848,75176,218320,9331,29118179,28522414
2010:Q4,age40to54,23034146,7949720,6448470,1501250,15084426,1802954,388641,829161,572785,256375,127456,119660,7796,3485054,441163,633929,1813906,3281397,2030378,250388,5645550,5636623,4414617,1008993,45994,167019,8927,17388596,36165285
2010:Q4,ageunder40,5950100,3205507,2325248,880259,2744593,483191,54163,71099,71099,0,29638,23779,5859,562334,150511,75093,363968,385599,438290,130708,3460627,3457679,2436346,981839,20773,18721,2948,2489473,34642478
2011:Q1,age70plus,14491986,4005479,3306824,698655,10486507,1711593,396909,1017576,751465,266111,200316,140498,59818,3326902,238725,38761,264116,1809279,1264264,218067,791510,786768,547893,125008,20977,92890,4742,13700476,18659735
2011:Q1,age55to69,32998226,8103135,6620507,1482628,24895091,2515848,864322,1564512,1182199,382313,662935,607896,55039,5786507,498634,871150,2164824,6843862,2808852,313645,3422742,3413131,2575782,522073,73023,242253,9611,29575484,28793941
2011:Q1,age40to54,23123691,7781203,6284281,1496922,15342489,1828367,361841,785948,562280,223668,134025,123746,10280,3658716,440684,632384,1893808,3274021,2083534,249161,5594735,5585809,4384746,997087,42590,161386,8926,17528957,36085030
2011:Q1,ageunder40,6053810,3168408,2278351,890058,2885401,525505,51656,69422,69422,0,27267,20801,6466,632989,150466,76074,386531,388304,445749,131437,3438928,3435965,2411705,984141,19647,20472,2963,2614881,34684584
2011:Q2,age70plus,14702417,4054133,3339481,714652,10648284,1767729,395029,1088513,764107,324407,246034,188168,57865,3297660,243817,39265,266170,1826259,1258184,219624,796790,791931,550332,128385,18361,94853,4859,13905628,18759617
2011:Q2,age55to69,33184394,8109312,6612235,1497076,25075083,2553735,864088,1612453,1169951,442502,651909,596869,55039,5777706,513378,884247,2166587,6930596,2803113,317271,3440860,3430928,2584929,534108,67664,244226,9932,29743534,29085844
2011:Q2,age40to54,23018391,7639767,6153239,1486529,15378624,1837252,341180,794283,544906,249377,143321,130724,12597,3639337,439447,633104,1899525,3262098,2141287,247790,5534635,5525684,4336655,996109,36728,156191,8952,17483756,35998114
2011:Q2,ageunder40,6136361,3184926,2274109,910817,2951435,560753,50208,69448,69448,0,28424,21434,6991,641379,150406,77430,394317,390497,456390,132181,3424068,3421088,2388752,994474,17367,20494,2980,2712293,34747433
2011:Q3,age70plus,14243211,4025152,3309951,715201,10218059,1828261,392430,1217994,849696,368299,265258,208343,56915,2666965,245857,37039,239034,1832884,1265797,226539,803442,799109,555680,132743,18323,92363,4333,13439769,18863201
2011:Q3,age55to69,32471229,8115299,6594620,1520680,24355929,2596872,862547,1817853,1331896,485957,629172,573166,56006,4946846,524579,861181,1979819,6989966,2821011,326084,3459625,3449920,2593822,546590,72100,237409,9705,29011603,29394624
2011:Q3,age40to54,22450689,7598983,6111241,1487742,14851706,1849449,320925,842531,579664,262867,148558,134033,14525,3219877,435515,613528,1727301,3233846,2210225,249951,5497390,5488926,4292607,1006192,39039,151088,8464,16953299,35906003
2011:Q3,ageunder40,6018583,3182630,2275624,907006,2835953,599466,48727,53845,53845,0,25973,18412,7561,517079,150043,76007,365127,389763,474647,135276,3424575,3421605,2366284,1016650,18830,19841,2970,2594008,34826537
2011:Q4,age70plus,14635464,4047429,3325698,721731,10588035,1890964,402190,1243719,867414,376305,258671,203291,55380,2870639,255165,38598,255365,1854303,1282651,235771,801135,796894,554562,137677,18411,86244,4241,13834329,18970388
2011:Q4,age55to69,33115079,8118530,6586840,1531690,24996549,2641648,887937,1818755,1327060,491695,593523,537329,56193,5260258,545404,889112,2073203,7094777,2854697,337236,3485692,3475834,2609689,565108,77763,223275,9857,29629387,29716783
2011:Q4,age40to54,22584358,7438801,5964492,1474309,15145557,1861861,312124,815644,563299,252345,149958,133521,16437,3359920,437438,621785,1820045,3226405,2286850,253527,5453324,5445000,4241454,1015097,42314,146134,8324,17131034,35810160
2011:Q4,ageunder40,6158673,3165863,2248938,916924,2992810,639936,49365,53461,53461,0,20393,12378,8015,577778,150527,78495,391872,393342,498266,139374,3429999,3427018,2349234,1038343,20800,18642,2981,2728674,34917410
2012:Q1,age70plus,15221524,4094812,3357873,736939,11126712,1936863,390871,1252206,838659,413547,279672,227639,52032,3313292,255547,42150,279796,1878974,1263244,234097,823430,818576,567587,138037,16704,96248,4854,14398094,19081079
2012:Q1,age55to69,33953695,8114161,6570334,1543827,25839535,2659736,867656,1744549,1216435,528115,573513,519333,54180,5901578,554997,944371,2216892,7210693,2827366,338183,3494895,3484265,2606569,560597,75633,241465,10631,30458800,30048825
2012:Q1,age40to54,22807603,7247517,5787854,1459662,15560087,1848632,286475,777860,517857,260003,155524,137060,18465,3647612,431929,644145,1958623,3222732,2336764,249790,5390568,5381836,4198098,1003832,39109,140797,8732,17417035,35712051
2012:Q1,ageunder40,6349175,3159333,2220845,938488,3189842,667240,46585,63055,63055,0,18759,10560,8199,692328,150013,83019,429030,397828,503189,138798,3400922,3397899,2315707,1042575,19719,19898,3023,2948253,35015568
2012:Q2,age70plus,15249519,4132537,3394750,737787,11116983,1965954,382440,1326046,930885,395161,306739,258074,48665,3163874,248261,40276,275469,1891712,1282633,233579,829553,824072,569352,143010,15599,96110,5482,14419966,19195175
2012:Q2,age55to69,34037966,8202119,6641743,1560376,25835847,2650635,853402,1888931,1382197,506734,558037,506060,51978,5731919,554756,926410,2174807,7291917,2864799,340234,3519936,3508512,2615736,577294,76212,239270,11424,30518030,30387252
2012:Q2,age40to54,22672429,7263643,5811367,1452276,15408786,1810403,264547,781886,547637,234249,161719,141492,20226,3552671,420237,627184,1925177,3201175,2416970,246816,5336747,5327608,4144724,1008992,38158,135734,9140,17335681,35613141
2012:Q2,ageunder40,6404647,3212666,2274141,938524,3191981,681012,44381,45895,45895,0,17970,9658,8312,675648,148642,82003,429887,398801,529028,138715,3395564,3392500,2292017,1061173,19700,19609,3064,3009083,35116523
2012:Q3,age70plus,15753739,4195613,3455343,740270,11558126,2000642,396610,1395011,932517,462494,324395,278616,45778,3390497,251587,41878,290281,1911945,1320926,234354,827571,822005,560644,147057,14519,99786,5566,14926167,19312577
2012:Q3,age55to69,34855543,8341036,6765222,1575814,26514507,2646948,888712,1913122,1338693,574429,538689,488520,50169,6077685,568343,955655,2253565,7395123,2933168,343495,3569431,3557683,2639254,596684,76945,244800,11747,31286113,30728567
2012:Q3,age40to54,22945762,7264232,5820789,1443443,15681530,1777844,261159,780281,521861,258420,166050,144359,21690,3694001,417090,635100,2003659,3189855,2511809,244682,5281869,5272744,4085501,1019225,37334,130684,9125,17663893,35514895
2012:Q3,ageunder40,6607119,3259509,2318428,941081,3347610,698660,45786,49657,49657,0,16118,7696,8423,742990,148423,84517,455095,401809,565392,139163,3410435,3407353,2280233,1087487,19739,19895,3082,3196684,35215789
2012:Q4,age70plus,15997933,4265468,3517505,747963,11732465,2084565,423940,1370610,966606,404004,351297,308284,43013,3412989,253658,42490,294504,1929241,1329775,239397,849903,845691,582320,156812,13547,93013,4211,15148030,19433187
2012:Q4,age55to69,35284239,8466043,6872113,1593930,26818196,2713045,953273,1879768,1368202,511566,525136,476786,48350,6142387,580320,971362,2262655,7488512,2950923,350814,3563710,3552914,2628572,617151,78407,228784,10796,31720529,31069272
2012:Q4,age40to54,22988824,7233565,5797370,1436195,15755260,1808922,267760,726477,514395,212082,171552,148631,22921,3706886,412915,635866,2019764,3174015,2585824,245279,5255550,5247526,4053669,1031037,37050,125770,8024,17733274,35418779
2012:Q4,ageunder40,6759022,3296241,2346889,949353,3462780,754876,49226,45578,45578,0,15404,6914,8490,765051,148017,85999,467062,403803,586385,141381,3392011,3388974,2242433,1107905,20044,18592,3038,3367010,35308882
2013:Q1,age70plus,16729155,4402597,3643492,759105,12326559,2130548,408240,1320192,956884,363307,357079,315363,41716,3922709,256882,44850,315473,1996333,1332763,241490,811030,806518,542324,150602,12528,101064,4513,15918125,19556904
2013:Q1,age55to69,36503725,8694995,7088416,1606579,27808730,2719423,922290,1767650,1302339,465312,502271,454129,48141,6873858,593767,1010956,2376174,7729787,2957331,355222,3643148,3631838,2686655,622233,79753,243197,11310,32860577,31405871
2013:Q1,age40to54,23425300,7232727,5809168,1423559,16192573,1787056,242645,663046,484727,178318,173205,149236,23969,4009627,409637,648738,2130636,3227151,2656863,243968,5152689,5144509,3968161,1018885,36676,120786,8180,18272610,35326256
2013:Q1,ageunder40,7057981,3365345,2401499,963846,3692636,780389,45947,55048,51432,3616,12480,3763,8717,895496,147667,89205,499909,419755,604458,142282,3420698,3417634,2255758,1122053,20301,19522,3063,3637283,35391314
2013:Q2,age70plus,16967926,4511916,3751811,760105,12456010,2179022,401972,1165540,907235,258304,400203,359831,40372,3976407,257863,45332,320173,2059014,1405525,244959,823394,818240,543952,156210,11769,106309,5154,16144531,19683630
2013:Q2,age55to69,36933027,8907933,7288796,1619138,28025093,2725566,911665,1507500,1164070,343430,498954,451183,47771,6977882,604142,1024494,2383369,7951882,3078798,360841,3693739,3681610,2703545,642833,83411,251821,12129,33239288,31734865
2013:Q2,age40to54,23576009,7317549,5903797,1413753,16258460,1766488,225628,554519,438499,116021,180793,155886,24907,4037012,404632,648468,2148248,3271219,2777925,243527,5111744,5103159,3926949,1022314,37927,115970,8584,18464265,35238793
2013:Q2,ageunder40,7326074,3459099,2495274,963825,3866975,807109,44197,88030,62875,25155,13602,4703,8899,924258,146991,90469,512433,435986,660219,143681,3423513,3420412,2240152,1138835,21408,20016,3101,3902561,35458600
2013:Q3,age70plus,17525513,4600895,3841556,759339,12924618,2237474,410552,1142662,909172,233491,409861,370743,39118,4224654,262958,47882,339128,2127105,1472393,249948,830231,825520,546745,162113,10226,106436,4711,16695282,19813267
2013:Q3,age55to69,38007355,9157019,7518960,1638059,28850336,2742330,933770,1442813,1131489,311324,479391,431987,47404,7344924,619768,1066245,2478214,8187312,3187786,367784,3738435,3726461,2732277,663824,80720,249639,11975,34268920,32052757
2013:Q3,age40to54,24024743,7404337,5993379,1410958,16620406,1757032,219602,515444,418663,96781,182818,157072,25746,4175606,402816,662316,2244738,3321640,2894361,244031,5093744,5085558,3902446,1037146,34790,111176,8186,18930999,35157853
2013:Q3,ageunder40,7637935,3557278,2599172,958106,4080656,840973,44676,93608,64319,29289,11276,2219,9056,995654,146651,93732,542292,453305,712880,145610,3447946,3444855,2237737,1167214,20180,19724,3091,4189988,35506254
2013:Q4,age70plus,18257002,4731473,3964299,767174,13525529,2256368,422891,1089700,857538,232161,420048,379055,40994,4595241,272331,49128,371619,2240307,1547069,260829,895094,889935,559056,169763,11067,150049,5159,17361908,19945692
2013:Q4,age55to69,39203529,9285556,7637477,1648079,29917973,2800674,932666,1361270,1049994,311277,495421,449223,46198,7837452,628140,1116550,2648930,8414235,3307600,375034,3835432,3823031,2735617,675791,87466,324157,12401,35368097,32356560
2013:Q4,age40to54,24333176,7498746,6089247,1409498,16834431,1765959,220526,491144,393771,97373,183412,159136,24276,4311351,402870,676795,2336429,3348460,2849654,247830,5104002,5095603,3888249,1058847,39006,109501,8398,19229175,35084281
2013:Q4,ageunder40,7672666,3549346,2596763,952582,4123320,832234,45658,111942,80162,31780,14262,6180,8081,999777,146647,95968,561531,462892,704258,148152,3449342,3446229,2212122,1186066,23757,24284,3114,4223324,35531400
2014:Q1,age70plus,18940919,4871621,4094960,776661,14069298,2305678,431366,1086819,859539,227281,438223,395632,42590,4939519,280533,48439,386923,2308837,1578316,264645,931511,925947,579071,172147,11182,163548,5563,18009408,20080701
2014:Q1,age55to69,40118691,9404700,7754985,1649715,30713991,2903075,921702,1368772,1061976,306796,515164,470366,44798,8293066,634513,1140024,2709856,8499334,3353357,375128,3822040,3809259,2722498,664407,87233,335121,12782,36296651,32645325
2014:Q1,age40to54,24421598,7528971,6127644,1401327,16892626,1813518,218757,488812,392449,96362,185180,162326,22854,4432036,401999,678308,2334351,3313773,2778642,247251,5095672,5087097,3875004,1066911,38472,106710,8575,19325925,35016426
2014:Q1,ageunder40,7670737,3554831,2603467,951364,4115905,847055,46019,123521,89020,34500,18427,11299,7128,998209,146423,96239,559766,459348,673255,147642,3418528,3415396,2172892,1193351,24873,24279,3132,4252209,35537607
2014:Q2,age70plus,19684883,5012206,4224970,787235,14672677,2324499,425264,1107371,844751,262620,425563,381453,44110,5306473,291018,48289,408839,2380444,1684466,270450,973995,967873,602191,182166,11568,171948,6122,18710888,20218065
2014:Q2,age55to69,41190575,9547141,7886289,1660853,31643433,2957936,878421,1393792,1043923,349869,521123,477675,43448,8778014,643471,1170908,2812115,8587052,3523733,376868,3830155,3816862,2714788,677849,89360,334866,13293,37360420,32918610
2014:Q2,age40to54,24670380,7652205,6249988,1402217,17018175,1821142,207586,497695,383761,113934,182448,160955,21493,4564749,402763,683507,2368481,3282361,2759584,247859,5119221,5110364,3875186,1091786,39781,103612,8857,19551159,34952019
2014:Q2,ageunder40,7722212,3592312,2645074,947238,4129900,837057,44256,132357,98261,34096,19522,13295,6227,1001531,146360,97008,565857,456215,681876,147862,3407756,3404602,2141721,1212201,27199,23481,3154,4314456,35530052
2014:Q3,age70plus,20042772,5180702,4375528,805174,14862070,2352132,442597,1108772,848083,260689,436079,390674,45405,5248489,298730,46068,415459,2448585,1790859,274299,982658,976743,623088,190934,11607,151113,5915,19060114,20357555
2014:Q3,age55to69,41594702,9705872,8032620,1673253,31888829,3024257,884291,1404614,1055963,348651,537862,495878,41984,8673506,648296,1172978,2815937,8657425,3693244,376419,3775445,3762335,2715708,688576,87979,270072,13110,37819256,33175977
2014:Q3,age40to54,24553764,7728370,6324918,1403452,16825394,1839308,211350,497338,382962,114376,183131,162951,20180,4461277,401399,675309,2321601,3245332,2742093,247256,5150265,5141670,3880743,1123599,38530,98798,8595,19403499,34888787
2014:Q3,ageunder40,7660834,3614287,2662637,951649,4046547,833611,45815,142797,105925,36872,23452,18091,5361,915803,145966,95775,553850,451741,690515,147222,3409093,3405947,2119815,1239836,28145,18151,3146,4251741,35513915
2014:Q4,age70plus,20657043,5333237,4513109,820128,15323805,2378235,459166,1086540,843176,243364,408994,362275,46719,5515679,310239,45661,433082,2521925,1885119,279163,1015905,1010123,643761,200369,12001,153992,5782,19641138,20498945
2014:Q4,age55to69,42418562,9810087,8132127,1677960,32608476,3086399,886819,1381921,1052873,329048,538411,497739,40672,9014070,657706,1200172,2888819,8736727,3840757,376674,3776015,3763029,2715013,702126,89693,256196,12987,38642547,33416986
2014:Q4,age40to54,24616846,7749788,6350341,1399447,16867058,1854731,214356,486127,378520,107607,178793,159862,18931,4538443,402702,679078,2333668,3213924,2718020,247217,5176753,5168366,3885154,1147954,39803,95456,8387,19440093,34824461
2014:Q4,ageunder40,7643006,3604366,2650141,954225,4038640,828694,47219,154176,113373,40803,23300,18742,4558,899663,145928,96300,554993,448384,693027,146956,3407103,3403961,2097580,1259091,30846,16445,3142,4235903,35494372
2015:Q1,age70plus,21250801,5488326,4653516,834809,15762475,2453886,461142,1084600,880557,204043,398329,351107,47222,5702234,321498,44567,450463,2594210,1968033,283512,1041315,1035062,659045,201185,12483,162349,6253,20209486,20642006
2015:Q1,age55to69,43189758,9928262,8243784,1684478,33261496,3221407,858103,1404114,1121779,282335,546477,507800,38677,9239014,666319,1217808,2958923,8805832,3967351,376148,3754146,3740749,2705299,689372,91993,254084,13397,39435612,33641197
2015:Q1,age40to54,24727647,7818165,6420461,1397704,16909482,1930091,208207,482734,392218,90517,176933,159250,17683,4570505,403672,678527,2344375,3179685,2687935,246818,5165958,5157360,3870866,1152288,41862,92344,8597,19561689,34756768
2015:Q1,ageunder40,7654640,3610250,2654902,955348,4044390,861041,46553,164682,119931,44751,25286,21543,3743,867708,145861,96202,555986,444474,690129,146469,3383079,3379919,2065727,1264257,34349,15586,3159,4271562,35476604
2015:Q2,age70plus,21681954,5675443,4814625,860818,16006512,2474758,466602,1040023,881486,158536,373965,326312,47653,5779640,328743,43399,459585,2665366,2085726,288704,1078280,1071644,676214,210215,13014,172201,6637,20603674,20786510
2015:Q2,age55to69,43665563,10078031,8374771,1703260,33587532,3271659,835767,1352610,1126529,226080,549192,512411,36780,9308435,669157,1234399,2975306,8864413,4150434,376159,3786981,3773261,2718225,705470,94513,255052,13720,39878581,33848169
2015:Q2,age40to54,24717552,7938661,6534198,1404463,16778891,1936560,204161,460575,390054,70521,173484,156994,16490,4542623,401633,677620,2312715,3142368,2680311,246840,5202055,5193314,3882799,1176598,44608,89309,8741,19515497,34683438
