Date,z_rotation,z_k_shape,BEDI_equal_weight,BEDI_pca
2018-09-30,0.6376777263881611,1.0927952606627644,0.8652364935254628,-0.3218166947224721
2018-12-31,0.03651676982807405,0.8459402421188887,0.4412285059734814,-0.5723488261083961
2019-03-31,0.48396803694423984,1.031081506026795,0.7575247714855174,-0.38686764406677054
2019-06-30,0.6685469071097195,1.031081506026795,0.8498142065682572,-0.2563506733090084
2019-09-30,0.6078942309191352,0.9385108740728418,0.7732025524959885,-0.23378127034711813
2019-12-31,0.512124977587252,1.0002246287088115,0.7561748031480318,-0.34513857320284197
2020-03-31,-0.5943715710272647,0.5373714689390457,-0.028500051044109465,-0.800263178120856
2020-06-30,-0.42779681342543435,0.6916558555289684,0.131929521051767,-0.7915725734350373
2020-09-30,-0.4000727641335033,0.6916558555289672,0.14579154569773198,-0.771968710178762
2020-12-31,-0.3146828169647324,0.8459402421188899,0.26562871257707876,-0.8206844354795039
2021-03-31,-0.6725321324264543,0.8459402421188887,0.08670405484621724,-1.073722113085451
2021-06-30,-0.6976895507115715,0.8767971194368724,0.08955378436265049,-1.1133302013497914
2021-09-30,-0.8316561014795778,0.8459402421188899,0.007142070319656024,-1.186239750652234
2021-12-31,-1.0421067143800598,0.8767971194368736,-0.0826547974715931,-1.3568699133368174
2022-03-31,-1.3337466232753812,0.722512732846952,-0.30561694521421456,-1.4539949345923862
2022-06-30,-1.7381195031395615,0.3213733277131559,-0.7083730877132028,-1.4562813465010365
2022-09-30,-1.7922657111070153,0.35223020503114066,-0.7200177530379372,-1.5163876045281486
2022-12-31,-1.3729042412534904,0.506514591621061,-0.4331948248162147,-1.3289498014153023
2023-03-31,-0.9299872417205589,0.5682283462570306,-0.18087944773176418,-1.0593984019383442
2023-06-30,-0.7641333000793905,0.5682283462570306,-0.09795247691117998,-0.942121955117356
2023-09-30,-0.6351647020744867,0.5373714689390457,-0.048896616567720486,-0.8291082777101781
2023-12-31,-0.47390581184803404,0.6607989782109825,0.09344658318147425,-0.8023574516955883
2024-03-31,-0.4325708985002954,0.7533696101649368,0.16039935583232068,-0.8385865757610089
2024-06-30,-0.2825539036849654,0.722512732846952,0.21997941458099332,-0.7106894342360737
2024-09-30,-0.05654864455867571,0.8767971194368736,0.4101242374390989,-0.6599751189129915
2024-12-31,-0.12654567204315378,0.8767971194368736,0.37512572369685987,-0.7094704917101671
2025-03-31,-0.1919476763103871,0.8459402421188887,0.3269962829042508,-0.7338975852329309
2025-06-30,-0.034096793108799324,0.938510874072843,0.4522070404820218,-0.6877374768981674
2025-09-30,0.11776839947063714,1.0619383833447797,0.5898533914077084,-0.6676289981901988
2025-12-31,0.1676837256904675,1.123652137980748,0.6456679318356078,-0.6759717469305939
2026-03-31,0.01807134133058841,1.0619383833447797,0.5400048623376841,-0.7381254640653767
