,CAGR,Ann. Vol,Sharpe,Max Drawdown,Hit Rate,N Months
long_leg,0.0779199880298389,0.11630230640176313,0.7057554921405482,-0.3797744123739799,0.6160990712074303,323.0
short_leg,0.08839449950545131,0.19529090113221317,0.53334020677085,-0.5814190676486535,0.6037151702786377,323.0
long_short,-0.032782616631360395,0.14962425759976108,-0.1475395664633077,-0.67895173573932,0.47987616099071206,323.0
benchmark,0.08311943015608092,0.15042398523977454,0.6082568083220264,-0.5079753887782648,0.6377708978328174,323.0
