series,CAGR,Ann. Vol,Sharpe,Max Drawdown,Hit Rate,N Quarters
strategy,0.03341853872950695,0.05739236288554931,0.6027132678812199,-0.06651633108947719,0.41304347826086957,92
benchmark,0.03284804481131043,0.07252255136945403,0.482697302400812,-0.21134524514415853,0.5869565217391305,92
inverted_signal,-0.0005520453686634896,0.04441732708108076,0.009349984575330357,-0.21134524514415853,0.17391304347826086,92
